DTO.,CLAVE,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,TIPO_CASILLA,PAN,TS,ACLG,PRD,PT,PVEM,CONV.,CAND. NO REGIST.,VOTOS NULOS,TOTAL,LISTA NOMINAL,Anulada
16,19,CHIHUAHUA,564,U,564,C1,,100,107,,,,,1,11,219,561,
16,19,CHIHUAHUA,565,U,565,B,,81,79,,,,,0,3,163,415,
16,19,CHIHUAHUA,565,U,565,C1,,66,95,,,,,0,3,164,416,
16,19,CHIHUAHUA,566,U,566,B,,109,119,,,,,0,1,229,532,
16,19,CHIHUAHUA,566,U,566,C1,,78,101,,,,,0,0,179,532,
16,19,CHIHUAHUA,567,U,567,B,,126,133,,,,,0,6,265,606,
16,19,CHIHUAHUA,568,U,568,B,,61,101,,,,,0,8,170,406,
16,19,CHIHUAHUA,568,U,568,C1,,79,99,,,,,0,7,185,406,
16,19,CHIHUAHUA,569,U,569,B,,94,131,,,,,0,5,230,541,
16,19,CHIHUAHUA,569,U,569,C1,,112,125,,,,,0,4,241,542,
16,19,CHIHUAHUA,570,U,570,B,,166,154,,,,,0,4,324,551,
16,19,CHIHUAHUA,570,U,570,C1,,142,166,,,,,0,4,312,552,
16,19,CHIHUAHUA,571,U,571,B,,98,124,,,,,0,6,228,508,
16,19,CHIHUAHUA,571,U,571,C1,,94,127,,,,,0,0,221,508,
16,19,CHIHUAHUA,572,U,572,B,,166,146,,,,,0,8,320,664,
16,19,CHIHUAHUA,572,U,572,C1,,166,136,,,,,0,10,312,665,
16,19,CHIHUAHUA,573,U,573,B,,127,108,,,,,0,2,237,517,
16,19,CHIHUAHUA,573,U,573,C1,,115,85,,,,,0,5,205,517,
16,19,CHIHUAHUA,574,U,574,B,,168,119,,,,,0,8,295,574,
16,19,CHIHUAHUA,574,U,574,C1,,137,135,,,,,0,4,276,574,
16,19,CHIHUAHUA,574,U,574,C2,,148,159,,,,,0,12,319,574,
16,19,CHIHUAHUA,575,U,575,B,,161,173,,,,,0,5,339,733,
16,19,CHIHUAHUA,575,U,575,C1,,189,134,,,,,2,3,328,734,
16,19,CHIHUAHUA,576,U,576,B,,146,113,,,,,0,2,261,495,
16,19,CHIHUAHUA,576,U,576,C1,,186,97,,,,,0,1,284,495,
16,19,CHIHUAHUA,577,U,577,B,,134,160,,,,,1,12,307,696,
16,19,CHIHUAHUA,578,U,578,B,,102,125,,,,,0,5,232,549,
16,19,CHIHUAHUA,578,U,578,C1,,103,148,,,,,0,6,257,549,
16,19,CHIHUAHUA,579,U,579,B,,184,142,,,,,0,2,328,608,
16,19,CHIHUAHUA,580,U,580,B,,144,104,,,,,0,4,252,453,
16,19,CHIHUAHUA,580,U,580,C1,,144,85,,,,,0,6,235,453,
16,19,CHIHUAHUA,581,U,581,B,,164,194,,,,,0,10,368,721,
16,19,CHIHUAHUA,582,U,582,B,,158,155,,,,,0,23,336,673,
16,19,CHIHUAHUA,583,U,583,B,,107,165,,,,,0,8,280,659,
16,19,CHIHUAHUA,583,U,583,C1,,112,145,,,,,0,8,265,659,
16,19,CHIHUAHUA,584,U,584,B,,61,97,,,,,0,0,158,391,
16,19,CHIHUAHUA,584,U,584,C1,,73,106,,,,,0,5,184,392,
16,19,CHIHUAHUA,585,U,585,B,,81,105,,,,,0,6,192,439,
16,19,CHIHUAHUA,585,U,585,C1,,101,115,,,,,0,5,221,440,
16,19,CHIHUAHUA,586,U,586,B,,110,80,,,,,0,5,195,407,
16,19,CHIHUAHUA,586,U,586,C1,,83,91,,,,,0,11,185,407,
16,19,CHIHUAHUA,587,U,587,B,,104,101,,,,,0,5,210,460,
16,19,CHIHUAHUA,587,U,587,C1,,87,124,,,,,0,4,215,460,
16,19,CHIHUAHUA,588,U,588,B,,137,134,,,,,0,5,276,541,
16,19,CHIHUAHUA,589,U,589,B,,116,132,,,,,0,0,248,538,
16,19,CHIHUAHUA,590,U,590,B,,102,107,,,,,0,0,209,449,
16,19,CHIHUAHUA,590,U,590,C1,,102,106,,,,,0,4,212,449,
16,19,CHIHUAHUA,591,U,591,B,,128,124,,,,,0,5,257,506,
16,19,CHIHUAHUA,591,U,591,C1,,141,118,,,,,0,4,263,507,
16,19,CHIHUAHUA,592,U,592,B,,90,64,,,,,0,6,160,383,
16,19,CHIHUAHUA,592,U,592,C1,,88,70,,,,,0,3,161,383,
16,19,CHIHUAHUA,593,U,593,B,,99,135,,,,,0,0,234,541,
16,19,CHIHUAHUA,593,U,593,C1,,121,140,,,,,0,6,267,541,
16,19,CHIHUAHUA,593,U,593,C2,,106,138,,,,,0,9,253,541,
16,19,CHIHUAHUA,594,U,594,B,,121,105,,,,,0,2,228,415,
16,19,CHIHUAHUA,594,U,594,C1,,102,118,,,,,0,0,220,416,
16,19,CHIHUAHUA,595,U,595,B,,89,95,,,,,0,3,187,386,
16,19,CHIHUAHUA,595,U,595,C1,,93,69,,,,,0,2,164,387,
16,19,CHIHUAHUA,596,U,596,B,,108,147,,,,,0,6,261,716,
16,19,CHIHUAHUA,596,U,596,C1,,124,154,,,,,0,9,287,716,
16,19,CHIHUAHUA,596,U,596,C2,,122,147,,,,,0,10,279,716,
16,19,CHIHUAHUA,597,U,597,B,,90,83,,,,,0,3,176,407,
16,19,CHIHUAHUA,597,U,597,C1,,105,89,,,,,0,1,195,407,
16,19,CHIHUAHUA,598,U,598,B,,117,82,,,,,0,2,201,412,
16,19,CHIHUAHUA,598,U,598,C1,,108,82,,,,,0,0,190,412,
16,19,CHIHUAHUA,599,U,599,B,,151,131,,,,,0,8,290,527,
16,19,CHIHUAHUA,599,U,599,C1,,149,122,,,,,0,6,277,528,
16,19,CHIHUAHUA,600,U,600,B,,154,150,,,,,0,5,309,662,
16,19,CHIHUAHUA,600,U,600,C1,,131,152,,,,,0,4,287,662,
16,19,CHIHUAHUA,601,U,601,B,,119,106,,,,,0,2,227,480,
16,19,CHIHUAHUA,601,U,601,C1,,124,114,,,,,0,3,241,481,
16,19,CHIHUAHUA,602,U,602,B,,224,184,,,,,0,6,414,733,
16,19,CHIHUAHUA,603,U,603,B,,109,79,,,,,0,0,188,383,
16,19,CHIHUAHUA,603,U,603,C1,,112,88,,,,,0,4,204,384,
16,19,CHIHUAHUA,604,U,604,B,,131,116,,,,,0,3,250,548,
16,19,CHIHUAHUA,604,U,604,C1,,134,144,,,,,0,6,284,549,
16,19,CHIHUAHUA,604,U,604,C2,,109,119,,,,,0,8,236,549,
16,19,CHIHUAHUA,605,U,605,B,,135,122,,,,,0,7,264,605,
16,19,CHIHUAHUA,605,U,605,C1,,174,123,,,,,0,10,307,606,
16,19,CHIHUAHUA,605,U,605,C2,,159,130,,,,,0,3,292,606,
16,19,CHIHUAHUA,606,U,606,B,,73,81,,,,,0,2,156,380,
16,19,CHIHUAHUA,606,U,606,C1,,73,79,,,,,0,1,153,380,
16,19,CHIHUAHUA,607,U,607,B,,164,139,,,,,0,7,310,710,
11,19,CHIHUAHUA,608,U,608,B,,113,139,,,,,0,8,260,676,
11,19,CHIHUAHUA,608,U,608,C1,,154,155,,,,,0,6,315,676,
11,19,CHIHUAHUA,608,U,608,C2,,132,134,,,,,0,4,270,676,
11,19,CHIHUAHUA,608,U,608,C3,,130,139,,,,,0,6,275,676,
11,19,CHIHUAHUA,608,U,608,C4,,124,158,,,,,0,8,290,676,
11,19,CHIHUAHUA,608,U,608,C5,,126,175,,,,,0,3,304,676,
11,19,CHIHUAHUA,608,U,608,C6,,138,160,,,,,2,7,307,676,
11,19,CHIHUAHUA,608,U,608,C7,,134,169,,,,,0,4,307,677,
11,19,CHIHUAHUA,609,U,609,B,,68,94,,,,,0,0,162,563,
11,19,CHIHUAHUA,609,U,609,C1,,67,87,,,,,0,0,154,563,
11,19,CHIHUAHUA,609,U,609,C2,,67,89,,,,,0,7,163,564,
11,19,CHIHUAHUA,610,U,610,B,,156,153,,,,,0,7,316,740,
11,19,CHIHUAHUA,610,U,610,C1,,155,178,,,,,0,4,337,740,
11,19,CHIHUAHUA,610,U,610,C2,,146,159,,,,,0,5,310,740,
11,19,CHIHUAHUA,610,U,610,C3,,158,163,,,,,0,10,331,741,
11,19,CHIHUAHUA,610,U,610,C4,,158,161,,,,,0,7,326,741,
11,19,CHIHUAHUA,610,U,610,C5,,157,166,,,,,0,11,334,741,
11,19,CHIHUAHUA,610,U,610,C6,,178,158,,,,,0,11,347,741,
11,19,CHIHUAHUA,610,U,610,C7,,159,147,,,,,0,3,309,741,
11,19,CHIHUAHUA,611,U,611,B,,118,149,,,,,0,10,277,658,
11,19,CHIHUAHUA,611,U,611,C1,,102,179,,,,,0,6,287,658,
11,19,CHIHUAHUA,611,U,611,C2,,103,152,,,,,0,3,258,659,
11,19,CHIHUAHUA,611,U,611,C3,,110,142,,,,,0,2,254,659,
11,19,CHIHUAHUA,611,U,611,C4,,92,147,,,,,0,0,239,659,
11,19,CHIHUAHUA,611,U,611,C5,,98,150,,,,,0,8,256,659,
11,19,CHIHUAHUA,612,U,612,B,,167,163,,,,,0,4,334,626,
11,19,CHIHUAHUA,612,U,612,C1,,161,184,,,,,0,4,349,626,
11,19,CHIHUAHUA,612,U,612,C2,,194,159,,,,,0,5,358,627,
11,19,CHIHUAHUA,612,U,612,C3,,181,179,,,,,0,3,363,627,
11,19,CHIHUAHUA,612,U,612,C4,,172,167,,,,,0,0,339,627,
11,19,CHIHUAHUA,613,U,613,B,,139,118,,,,,0,6,263,585,
11,19,CHIHUAHUA,613,U,613,C1,,137,126,,,,,0,5,268,586,
11,19,CHIHUAHUA,613,U,613,C2,,150,111,,,,,0,4,265,586,
11,19,CHIHUAHUA,613,U,613,C3,,148,136,,,,,0,0,284,586,
11,19,CHIHUAHUA,614,U,614,B,,73,157,,,,,0,8,238,625,
11,19,CHIHUAHUA,614,U,614,C1,,88,153,,,,,0,8,249,626,
11,19,CHIHUAHUA,615,U,615,B,,57,114,,,,,0,3,174,399,
11,19,CHIHUAHUA,615,U,615,C1,,73,119,,,,,0,6,198,400,
11,19,CHIHUAHUA,616,U,616,B,,109,132,,,,,0,8,249,593,
11,19,CHIHUAHUA,616,U,616,C1,,118,130,,,,,1,7,256,593,
11,19,CHIHUAHUA,617,U,617,B,,131,172,,,,,0,7,310,743,
11,19,CHIHUAHUA,617,U,617,C1,,134,178,,,,,0,4,316,743,
11,19,CHIHUAHUA,618,U,618,B,,88,77,,,,,0,2,167,399,
11,19,CHIHUAHUA,618,U,618,C1,,83,88,,,,,0,7,178,400,
11,19,CHIHUAHUA,619,U,619,B,,103,86,,,,,0,1,190,425,
11,19,CHIHUAHUA,619,U,619,C1,,91,94,,,,,0,5,190,425,
11,19,CHIHUAHUA,620,U,620,B,,103,114,,,,,0,1,218,443,
11,19,CHIHUAHUA,620,U,620,C1,,94,91,,,,,0,1,186,443,
11,19,CHIHUAHUA,621,U,621,B,,153,131,,,,,0,3,287,592,
11,19,CHIHUAHUA,621,U,621,C1,,138,127,,,,,0,1,266,592,
11,19,CHIHUAHUA,621,U,621,C2,,149,118,,,,,0,4,271,592,
11,19,CHIHUAHUA,621,U,621,C3,,169,134,,,,,0,6,309,592,
11,19,CHIHUAHUA,622,U,622,B,,122,103,,,,,0,3,228,389,
11,19,CHIHUAHUA,623,U,623,B,,153,144,,,,,0,5,302,582,
11,19,CHIHUAHUA,623,U,623,C1,,145,158,,,,,0,6,309,582,
11,19,CHIHUAHUA,624,U,624,B,,187,206,,,,,0,4,397,745,
11,19,CHIHUAHUA,625,U,625,B,,165,156,,,,,0,9,330,632,
11,19,CHIHUAHUA,626,U,626,B,,114,147,,,,,0,2,263,712,
11,19,CHIHUAHUA,626,U,626,C1,,124,160,,,,,0,9,293,713,
11,19,CHIHUAHUA,627,U,627,B,,89,82,,,,,0,0,171,389,
11,19,CHIHUAHUA,627,U,627,C1,,75,88,,,,,0,8,171,390,
11,19,CHIHUAHUA,628,U,628,B,,75,63,,,,,0,5,143,391,
11,19,CHIHUAHUA,628,U,628,C1,,70,72,,,,,1,3,146,392,
11,19,CHIHUAHUA,629,U,629,B,,169,184,,,,,0,5,358,702,
11,19,CHIHUAHUA,630,U,630,B,,116,153,,,,,0,14,283,719,
11,19,CHIHUAHUA,631,U,631,B,,59,95,,,,,0,3,157,398,
11,19,CHIHUAHUA,631,U,631,C1,,67,86,,,,,0,7,160,399,
11,19,CHIHUAHUA,632,U,632,B,,88,231,,,,,1,7,327,735,
11,19,CHIHUAHUA,633,U,633,B,,103,178,,,,,0,15,296,653,
11,19,CHIHUAHUA,633,U,633,C1,,73,179,,,,,0,8,260,654,
11,19,CHIHUAHUA,634,U,634,B,,91,114,,,,,0,8,213,619,
11,19,CHIHUAHUA,635,U,635,B,,88,127,,,,,0,3,218,540,
11,19,CHIHUAHUA,636,U,636,B,,72,86,,,,,0,9,167,398,
11,19,CHIHUAHUA,636,U,636,C1,,64,71,,,,,0,4,139,399,
11,19,CHIHUAHUA,637,U,637,B,,141,119,,,,,1,8,269,728,
11,19,CHIHUAHUA,638,U,638,B,,153,174,,,,,0,3,330,749,
11,19,CHIHUAHUA,639,U,639,B,,79,133,,,,,0,0,212,514,
11,19,CHIHUAHUA,640,U,640,B,,52,93,,,,,0,2,147,390,
11,19,CHIHUAHUA,640,U,640,C1,,65,115,,,,,0,4,184,391,
11,19,CHIHUAHUA,641,U,641,B,,184,125,,,,,1,4,314,704,
11,19,CHIHUAHUA,641,U,641,C1,,212,118,,,,,0,6,336,704,
11,19,CHIHUAHUA,641,U,641,C2,,174,150,,,,,0,6,330,705,
11,19,CHIHUAHUA,641,U,641,C3,,203,130,,,,,0,11,344,705,
11,19,CHIHUAHUA,641,U,641,C4,,193,141,,,,,0,5,339,705,
11,19,CHIHUAHUA,641,U,641,C5,,193,124,,,,,0,4,321,705,
11,19,CHIHUAHUA,641,U,641,C6,,178,152,,,,,0,5,335,705,
11,19,CHIHUAHUA,642,U,642,B,,138,115,,,,,0,7,260,734,
11,19,CHIHUAHUA,643,U,643,B,,71,84,,,,,0,4,159,379,
11,19,CHIHUAHUA,643,U,643,C1,,66,91,,,,,0,3,160,380,
11,19,CHIHUAHUA,644,U,644,B,,59,88,,,,,0,11,158,403,
11,19,CHIHUAHUA,644,U,644,C1,,68,81,,,,,0,9,158,404,
11,19,CHIHUAHUA,645,U,645,B,,84,189,,,,,0,0,273,718,
11,19,CHIHUAHUA,646,U,646,B,,77,161,,,,,0,7,245,595,
11,19,CHIHUAHUA,646,U,646,C1,,81,167,,,,,0,0,248,595,
11,19,CHIHUAHUA,647,U,647,B,,101,157,,,,,0,7,265,589,
11,19,CHIHUAHUA,647,U,647,C1,,88,155,,,,,0,5,248,590,
11,19,CHIHUAHUA,648,U,648,B,,105,224,,,,,0,9,338,695,
11,19,CHIHUAHUA,649,U,649,B,,76,114,,,,,0,12,202,483,
11,19,CHIHUAHUA,649,U,649,C1,,81,140,,,,,0,7,228,483,
11,19,CHIHUAHUA,650,U,650,B,,106,174,,,,,0,8,288,646,
11,19,CHIHUAHUA,651,U,651,B,,62,105,,,,,0,6,173,426,
11,19,CHIHUAHUA,651,U,651,C1,,79,92,,,,,0,5,176,427,
11,19,CHIHUAHUA,652,U,652,B,,133,145,,,,,0,10,288,693,
11,19,CHIHUAHUA,653,U,653,B,,219,123,,,,,0,2,344,549,
11,19,CHIHUAHUA,653,U,653,C1,,180,134,,,,,0,4,318,550,
11,19,CHIHUAHUA,653,U,653,C2,,197,112,,,,,0,4,313,550,
11,19,CHIHUAHUA,654,U,654,B,,95,90,,,,,0,2,187,463,
11,19,CHIHUAHUA,654,U,654,C1,,80,92,,,,,0,8,180,463,
11,19,CHIHUAHUA,655,U,655,B,,130,138,,,,,0,0,268,702,
11,19,CHIHUAHUA,656,U,656,B,,109,129,,,,,0,7,245,621,
11,19,CHIHUAHUA,657,U,657,B,,92,123,,,,,0,4,219,474,
11,19,CHIHUAHUA,657,U,657,C1,,99,122,,,,,0,7,228,474,
11,19,CHIHUAHUA,658,U,658,B,,147,151,,,,,0,7,305,738,
11,19,CHIHUAHUA,659,U,659,B,,72,95,,,,,0,5,172,376,
11,19,CHIHUAHUA,659,U,659,C1,,58,88,,,,,0,0,146,376,
11,19,CHIHUAHUA,660,U,660,B,,77,125,,,,,0,6,208,430,
11,19,CHIHUAHUA,660,U,660,C1,,67,115,,,,,0,3,185,430,
11,19,CHIHUAHUA,661,U,661,B,,103,163,,,,,0,10,276,628,
11,19,CHIHUAHUA,661,U,661,C1,,114,167,,,,,3,20,304,628,
11,19,CHIHUAHUA,661,U,661,C2,,127,148,,,,,2,6,283,629,
11,19,CHIHUAHUA,661,U,661,C3,,119,140,,,,,0,6,265,629,
11,19,CHIHUAHUA,662,U,662,B,,142,122,,,,,0,8,272,699,
11,19,CHIHUAHUA,663,U,663,B,,121,171,,,,,0,16,308,716,
11,19,CHIHUAHUA,664,U,664,B,,103,189,,,,,0,0,292,669,
11,19,CHIHUAHUA,665,U,665,B,,97,115,,,,,0,9,221,512,
11,19,CHIHUAHUA,666,U,666,B,,65,103,,,,,0,0,168,421,
11,19,CHIHUAHUA,666,U,666,C1,,41,105,,,,,0,7,153,422,
11,19,CHIHUAHUA,667,U,667,B,,81,193,,,,,0,0,274,610,
11,19,CHIHUAHUA,668,U,668,B,,75,147,,,,,0,5,227,499,
11,19,CHIHUAHUA,668,U,668,C1,,111,130,,,,,0,6,247,500,
11,19,CHIHUAHUA,669,U,669,B,,149,150,,,,,0,8,307,713,
11,19,CHIHUAHUA,669,U,669,C1,,132,159,,,,,0,13,304,713,
11,19,CHIHUAHUA,670,U,670,N.I.,,,,,,,,,,0,49,
11,19,CHIHUAHUA,671,U,671,B,,108,196,,,,,0,7,311,675,
11,19,CHIHUAHUA,671,U,671,C1,,137,155,,,,,0,8,300,676,
11,19,CHIHUAHUA,672,U,672,B,,147,164,,,,,0,15,326,739,
11,19,CHIHUAHUA,673,U,673,B,,124,165,,,,,0,8,297,726,
11,19,CHIHUAHUA,674,U,674,B,,113,157,,,,,0,10,280,594,
11,19,CHIHUAHUA,674,U,674,C1,,121,138,,,,,0,0,259,594,
11,19,CHIHUAHUA,675,U,675,B,,155,144,,,,,0,4,303,709,
11,19,CHIHUAHUA,676,U,676,B,,127,100,,,,,0,5,232,424,
11,19,CHIHUAHUA,676,U,676,C1,,116,104,,,,,0,2,222,424,
11,19,CHIHUAHUA,677,U,677,B,,124,91,,,,,0,5,220,428,
11,19,CHIHUAHUA,677,U,677,C1,,124,84,,,,,0,1,209,428,
11,19,CHIHUAHUA,678,U,678,B,,161,99,,,,,0,1,261,454,
11,19,CHIHUAHUA,678,U,678,C1,,133,100,,,,,0,4,237,454,
11,19,CHIHUAHUA,679,U,679,B,,150,102,,,,,0,5,257,539,
11,19,CHIHUAHUA,679,U,679,C1,,157,119,,,,,0,2,278,539,
11,19,CHIHUAHUA,680,U,680,B,,151,97,,,,,0,0,248,462,
11,19,CHIHUAHUA,680,U,680,C1,,146,92,,,,,0,3,241,462,
11,19,CHIHUAHUA,681,U,681,B,,101,92,,,,,0,4,197,386,
11,19,CHIHUAHUA,681,U,681,C1,,93,80,,,,,0,4,177,386,
11,19,CHIHUAHUA,682,U,682,B,,171,158,,,,,0,9,338,674,
18,19,CHIHUAHUA,683,U,683,B,,63,98,,,,,0,4,165,408,
18,19,CHIHUAHUA,683,U,683,C1,,69,85,,,,,1,4,159,409,
18,19,CHIHUAHUA,684,U,684,B,,112,116,,,,,0,5,233,550,
18,19,CHIHUAHUA,684,U,684,C1,,116,122,,,,,0,0,238,551,
18,19,CHIHUAHUA,685,U,685,B,,111,167,,,,,0,3,281,670,
18,19,CHIHUAHUA,686,U,686,B,,154,80,,,,,0,3,237,388,
18,19,CHIHUAHUA,686,U,686,C1,,106,107,,,,,0,5,218,388,
18,19,CHIHUAHUA,687,U,687,B,,244,179,,,,,0,6,429,734,
18,19,CHIHUAHUA,688,U,688,B,,64,114,,,,,0,0,178,502,
18,19,CHIHUAHUA,688,U,688,C1,,94,128,,,,,0,3,225,502,
18,19,CHIHUAHUA,689,U,689,B,,171,147,,,,,0,6,324,677,
18,19,CHIHUAHUA,689,U,689,C1,,182,152,,,,,0,7,341,678,
18,19,CHIHUAHUA,690,U,690,B,,80,115,,,,,0,4,199,480,
18,19,CHIHUAHUA,690,U,690,C1,,78,121,,,,,0,7,206,480,
18,19,CHIHUAHUA,691,U,691,B,,157,74,,,,,0,7,238,461,
18,19,CHIHUAHUA,691,U,691,C1,,154,106,,,,,0,0,260,461,
18,19,CHIHUAHUA,692,U,692,B,,232,154,,,,,1,6,393,700,
18,19,CHIHUAHUA,692,U,692,C1,,202,161,,,,,0,8,371,701,
18,19,CHIHUAHUA,693,U,693,B,,167,83,,,,,0,0,250,421,
18,19,CHIHUAHUA,693,U,693,C1,,162,71,,,,,0,4,237,421,
18,19,CHIHUAHUA,694,U,694,B,,204,128,,,,,0,9,341,591,
18,19,CHIHUAHUA,695,U,695,B,,113,181,,,,,0,5,299,641,
18,19,CHIHUAHUA,695,U,695,C1,,132,154,,,,,0,7,293,642,
11,19,CHIHUAHUA,696,U,696,B,,264,116,,,,,0,6,386,664,
11,19,CHIHUAHUA,696,U,696,C1,,225,130,,,,,0,8,363,664,
11,19,CHIHUAHUA,697,U,697,B,,193,156,,,,,0,7,356,703,
11,19,CHIHUAHUA,697,U,697,C1,,198,152,,,,,0,8,358,703,
11,19,CHIHUAHUA,698,U,698,B,,185,117,,,,,0,4,306,617,
11,19,CHIHUAHUA,699,U,699,B,,160,92,,,,,0,3,255,452,
11,19,CHIHUAHUA,699,U,699,C1,,143,93,,,,,0,3,239,453,
11,19,CHIHUAHUA,700,U,700,B,,126,67,,,,,0,0,193,435,
11,19,CHIHUAHUA,700,U,700,C1,,116,80,,,,,0,4,200,436,
11,19,CHIHUAHUA,701,U,701,B,,150,101,,,,,0,7,258,499,
11,19,CHIHUAHUA,702,U,702,B,,134,194,,,,,0,5,333,710,
11,19,CHIHUAHUA,703,U,703,B,,172,163,,,,,0,2,337,712,
11,19,CHIHUAHUA,703,U,703,C1,,159,160,,,,,0,5,324,712,
11,19,CHIHUAHUA,704,U,704,B,,172,102,,,,,0,5,279,525,
11,19,CHIHUAHUA,704,U,704,C1,,157,93,,,,,0,7,257,525,
11,19,CHIHUAHUA,705,U,705,B,,186,135,,,,,0,7,328,656,
11,19,CHIHUAHUA,705,U,705,C1,,179,153,,,,,0,7,339,657,
17,19,CHIHUAHUA,706,U,706,B,,141,70,,,,,0,5,216,380,
17,19,CHIHUAHUA,706,U,706,C1,,121,82,,,,,0,3,206,380,
17,19,CHIHUAHUA,707,U,707,B,,115,93,,,,,0,1,209,413,
17,19,CHIHUAHUA,707,U,707,C1,,117,96,,,,,0,3,216,413,
17,19,CHIHUAHUA,708,U,708,B,,217,181,,,,,0,5,403,740,
17,19,CHIHUAHUA,709,U,709,B,,115,89,,,,,0,2,206,410,
17,19,CHIHUAHUA,709,U,709,C1,,122,73,,,,,1,3,199,410,
17,19,CHIHUAHUA,710,U,710,B,,167,103,,,,,0,5,275,501,
17,19,CHIHUAHUA,710,U,710,C1,,149,107,,,,,0,4,260,501,
17,19,CHIHUAHUA,711,U,711,B,,61,37,,,,,0,0,98,143,
18,19,CHIHUAHUA,712,U,712,B,,189,167,,,,,0,5,361,721,
18,19,CHIHUAHUA,713,U,713,B,,181,102,,,,,0,3,286,548,
18,19,CHIHUAHUA,713,U,713,C1,,224,103,,,,,0,6,333,549,
18,19,CHIHUAHUA,714,U,714,B,,223,142,,,,,0,2,367,710,
18,19,CHIHUAHUA,714,U,714,C1,,193,169,,,,,0,0,362,710,
18,19,CHIHUAHUA,715,U,715,B,,212,114,,,,,0,0,326,611,
18,19,CHIHUAHUA,716,U,716,B,,132,129,,,,,0,5,266,504,
18,19,CHIHUAHUA,716,U,716,C1,,145,133,,,,,0,5,283,505,
18,19,CHIHUAHUA,717,U,717,B,,134,109,,,,,0,5,248,464,
18,19,CHIHUAHUA,717,U,717,C1,,152,97,,,,,0,4,253,464,
18,19,CHIHUAHUA,718,U,718,B,,262,128,,,,,0,5,395,667,
18,19,CHIHUAHUA,718,U,718,C1,,294,101,,,,,0,6,401,668,
18,19,CHIHUAHUA,718,U,718,C2,,273,144,,,,,1,8,426,668,
18,19,CHIHUAHUA,718,U,718,C3,,254,133,,,,,0,2,389,668,
18,19,CHIHUAHUA,719,U,719,B,,229,138,,,,,0,4,371,592,
18,19,CHIHUAHUA,719,U,719,C1,,250,128,,,,,0,6,384,592,
17,19,CHIHUAHUA,720,U,720,B,,192,138,,,,,0,5,335,647,
17,19,CHIHUAHUA,720,U,720,C1,,216,139,,,,,0,10,365,647,
17,19,CHIHUAHUA,721,U,721,B,,140,103,,,,,0,3,246,428,
17,19,CHIHUAHUA,721,U,721,C1,,138,91,,,,,0,2,231,428,
17,19,CHIHUAHUA,722,U,722,B,,159,77,,,,,0,2,238,423,
17,19,CHIHUAHUA,722,U,722,C1,,156,98,,,,,0,4,258,423,
17,19,CHIHUAHUA,723,U,723,B,,149,96,,,,,0,3,248,470,
17,19,CHIHUAHUA,723,U,723,C1,,148,84,,,,,0,5,237,470,
17,19,CHIHUAHUA,724,U,724,B,,87,117,,,,,0,5,209,460,
17,19,CHIHUAHUA,724,U,724,C1,,91,93,,,,,0,4,188,460,
17,19,CHIHUAHUA,725,U,725,B,,115,141,,,,,0,6,262,513,
17,19,CHIHUAHUA,725,U,725,C1,,114,134,,,,,0,3,251,513,
17,19,CHIHUAHUA,725,U,725,C2,,128,111,,,,,0,6,245,514,
17,19,CHIHUAHUA,726,U,726,B,,203,148,,,,,0,5,356,718,
17,19,CHIHUAHUA,726,U,726,C1,,202,140,,,,,0,3,345,718,
17,19,CHIHUAHUA,727,U,727,B,,168,84,,,,,0,2,254,516,
17,19,CHIHUAHUA,728,U,728,B,,176,102,,,,,0,2,280,593,
17,19,CHIHUAHUA,729,U,729,B,,115,85,,,,,0,2,202,496,
17,19,CHIHUAHUA,730,U,730,B,,88,103,,,,,0,2,193,392,
17,19,CHIHUAHUA,730,U,730,C1,,98,88,,,,,0,4,190,392,
17,19,CHIHUAHUA,731,U,731,B,,217,130,,,,,0,0,347,634,
17,19,CHIHUAHUA,732,U,732,B,,144,108,,,,,0,4,256,565,
17,19,CHIHUAHUA,733,U,733,B,,167,143,,,,,0,0,310,611,
17,19,CHIHUAHUA,734,U,734,B,,200,124,,,,,0,6,330,607,
17,19,CHIHUAHUA,734,U,734,C1,,198,119,,,,,0,8,325,608,
17,19,CHIHUAHUA,735,U,735,B,,236,139,,,,,0,3,378,691,
17,19,CHIHUAHUA,736,U,736,B,,202,115,,,,,0,0,317,564,
17,19,CHIHUAHUA,736,U,736,C1,,215,134,,,,,0,8,357,564,
17,19,CHIHUAHUA,737,U,737,B,,228,168,,,,,0,7,403,742,
17,19,CHIHUAHUA,738,U,738,B,,205,101,,,,,0,5,311,559,
18,19,CHIHUAHUA,739,U,739,B,,305,102,,,,,1,1,409,748,
18,19,CHIHUAHUA,740,U,740,B,,239,161,,,,,0,10,410,736,
18,19,CHIHUAHUA,740,U,740,C1,,221,188,,,,,0,5,414,737,
18,19,CHIHUAHUA,741,U,741,B,,247,134,,,,,0,12,393,695,
18,19,CHIHUAHUA,742,U,742,B,,200,133,,,,,0,4,337,569,
17,19,CHIHUAHUA,743,U,743,B,,144,84,,,,,0,3,231,378,
17,19,CHIHUAHUA,743,U,743,C1,,131,104,,,,,0,4,239,378,
17,19,CHIHUAHUA,744,U,744,B,,253,141,,,,,0,10,404,747,
17,19,CHIHUAHUA,745,U,745,B,,154,99,,,,,0,2,255,500,
17,19,CHIHUAHUA,745,U,745,C1,,136,102,,,,,0,0,238,501,
