DISTRITO,MUNICIPIO,DTO_R,CAB_R,MUNI_R,SECCION,CASILLA,PAN,FIDE,PRD,PRV,NO_REG,NULOS
HUATUSCO,COSCOMATEPEC,14,1,49,1176,C,6,35,159,208,0,42
HUATUSCO,COSCOMATEPEC,14,1,49,1177,B,188,88,39,91,0,32
HUATUSCO,COSCOMATEPEC,14,1,49,1177,C,160,102,32,71,0,30
HUATUSCO,COSCOMATEPEC,14,1,49,1178,B,74,92,25,68,0,29
HUATUSCO,COSCOMATEPEC,14,1,49,1178,C,48,115,21,64,0,33
HUATUSCO,COSCOMATEPEC,14,1,49,1179,B,74,154,76,136,0,38
HUATUSCO,COSCOMATEPEC,14,1,49,1179,X,96,59,28,66,0,32
HUATUSCO,COSCOMATEPEC,14,1,49,1180,B,39,236,53,67,0,45
HUATUSCO,COSCOMATEPEC,14,1,49,1181,B,18,85,22,207,0,14
HUATUSCO,COSCOMATEPEC,14,1,49,1181,C,11,62,12,236,0,26
HUATUSCO,COSCOMATEPEC,14,1,49,1182,B,103,88,46,136,0,42
HUATUSCO,COSCOMATEPEC,14,1,49,1182,C,90,59,39,163,0,29
HUATUSCO,COSCOMATEPEC,14,1,49,1183,B,131,111,219,32,0,24
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1184,B,85,134,184,7,1,20
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1185,B,52,121,217,8,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1186,B,41,100,102,9,0,10
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1186,C,26,102,120,3,1,26
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1187,B,73,102,74,9,0,9
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1188,B,68,89,80,2,0,17
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1188,C,79,94,80,13,0,13
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1189,B,83,96,117,22,0,16
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1189,C,74,120,111,17,0,16
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1190,B,100,181,158,8,0,28
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1191,B,31,138,76,6,0,12
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1191,C,34,139,90,5,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1192,B,52,157,154,17,0,18
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1192,C,79,161,147,8,1,9
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1193,B,86,156,104,6,0,13
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1193,C,91,158,103,10,2,18
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1194,B,62,111,77,21,0,12
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1194,C,39,125,76,24,1,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1195,B,11,155,79,7,1,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1195,C,16,133,108,5,0,7
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1196,B,36,94,101,4,0,9
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1196,C,27,89,113,7,0,13
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1197,B,38,94,79,24,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1197,C,40,115,91,14,1,16
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1198,B,37,127,90,13,2,7
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1198,C,49,117,98,7,0,10
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1199,B,39,221,160,19,0,14
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1200,B,76,107,80,3,0,12
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1201,B,95,71,143,6,0,13
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1202,B,39,56,103,0,0,30
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1202,C,44,59,97,0,0,15
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1203,B,108,56,40,2,0,10
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1203,C,92,55,41,0,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1204,B,187,105,65,3,0,9
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1205,B,45,62,64,4,0,7
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1205,C,46,58,61,6,0,16
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1206,B,82,106,77,2,0,10
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1206,C,86,91,68,1,0,13
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1207,B,62,91,69,5,0,12
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1207,C,80,85,73,5,0,19
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1207,C2,76,73,74,7,0,20
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1208,B,52,96,123,8,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1208,X,31,154,105,9,0,16
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1209,B,45,62,75,8,0,1
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1209,C,68,56,56,4,0,2
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1210,B,86,96,79,7,0,2
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1211,B,37,36,34,0,0,2
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1212,B,54,85,89,0,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1212,C,50,87,85,5,0,7
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1213,B,64,108,112,6,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1213,C,52,132,85,5,1,11
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1214,B,48,81,64,1,0,6
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1214,C,44,75,76,1,0,6
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1215,B,61,167,62,2,0,6
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1216,B,86,163,125,12,0,21
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1217,B,40,123,94,3,1,4
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1217,C,43,128,104,5,2,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1218,B,28,95,85,4,2,2
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1218,C,26,98,101,7,0,6
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1219,B,56,81,122,3,0,12
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1219,C,48,84,125,2,0,14
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1220,B,41,41,151,3,0,14
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1221,B,91,85,81,5,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1221,C,0,0,0,0,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1222,B,52,167,110,6,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1222,C,68,141,98,6,0,20
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1223,B,57,119,91,8,0,7
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1224,B,52,84,101,3,0,5
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1224,C,56,77,108,5,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1224,C2,47,92,97,3,0,5
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1225,B,43,98,70,1,0,11
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1225,C,41,86,71,0,0,4
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1226,B,33,63,87,2,0,3
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1226,C,48,54,99,4,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1227,B,51,65,105,1,0,9
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1228,B,92,93,91,2,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1228,C,95,72,77,0,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1228,C2,59,99,95,4,0,12
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1229,B,31,57,77,4,0,7
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1230,B,54,101,156,5,1,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1231,B,36,75,60,5,0,6
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1231,C,38,81,73,7,0,3
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1232,B,80,131,93,1,0,9
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1232,C,67,127,90,9,1,9
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1233,B,60,116,101,3,0,23
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1234,B,55,124,121,2,0,6
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1234,C,55,120,121,2,0,15
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1235,B,47,111,115,5,1,4
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1235,C,53,83,110,8,0,11
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1236,B,39,90,98,2,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1236,C,45,102,77,0,0,4
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1237,B,69,162,140,8,0,5
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1238,B,46,95,106,12,1,19
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1238,C,50,121,87,9,1,15
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1238,C2,69,125,77,7,0,9
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1239,B,40,86,124,12,0,6
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1239,C,45,94,110,7,0,11
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1239,C2,51,94,97,6,0,14
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1240,B,48,126,123,0,0,14
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1240,C,51,138,147,4,2,7
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1241,B,25,128,73,0,0,6
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1242,B,78,199,111,6,0,8
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1242,C,65,155,151,6,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1243,B,87,120,80,3,0,12
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1243,C,80,135,85,1,0,21
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1244,B,28,65,55,0,0,3
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1245,B,71,98,108,8,0,10
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1245,C,79,83,81,9,0,15
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1246,B,99,202,128,13,0,19
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1247,B,73,130,63,5,0,13
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1247,C,106,101,81,14,1,4
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1248,B,81,81,80,14,0,7
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1248,C,80,77,85,15,0,13
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1249,B,0,0,0,0,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1250,B,102,102,147,18,0,10
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1251,B,56,122,94,2,0,0
COSOLEACAQUE,COSOLEACAQUE,27,0,50,1251,C,51,96,130,1,0,8
TIERRA BLANCA,COTAXTLA,17,1,51,1252,B,114,93,34,92,0,20
TIERRA BLANCA,COTAXTLA,17,1,51,1252,C,154,117,41,75,0,14
TIERRA BLANCA,COTAXTLA,17,1,51,1252,C2,136,96,51,81,0,20
TIERRA BLANCA,COTAXTLA,17,1,51,1253,B,107,153,24,88,0,16
TIERRA BLANCA,COTAXTLA,17,1,51,1254,B,33,30,124,80,0,23
TIERRA BLANCA,COTAXTLA,17,1,51,1254,X,78,27,44,88,0,11
TIERRA BLANCA,COTAXTLA,17,1,51,1255,B,197,93,110,151,0,12
TIERRA BLANCA,COTAXTLA,17,1,51,1256,B,74,26,139,65,0,0
TIERRA BLANCA,COTAXTLA,17,1,51,1256,X,120,48,47,61,0,35
TIERRA BLANCA,COTAXTLA,17,1,51,1257,B,62,57,131,24,0,8
TIERRA BLANCA,COTAXTLA,17,1,51,1257,C,67,73,156,15,0,9
TIERRA BLANCA,COTAXTLA,17,1,51,1258,B,114,31,134,59,0,13
TIERRA BLANCA,COTAXTLA,17,1,51,1258,C,106,29,141,52,1,16
TIERRA BLANCA,COTAXTLA,17,1,51,1259,B,156,104,67,125,0,28
TIERRA BLANCA,COTAXTLA,17,1,51,1259,C,182,99,56,139,0,17
TIERRA BLANCA,COTAXTLA,17,1,51,1259,X,181,93,112,118,0,14
TIERRA BLANCA,COTAXTLA,17,1,51,1260,B,133,60,36,48,0,19
TIERRA BLANCA,COTAXTLA,17,1,51,1260,C,132,74,33,34,0,12
TIERRA BLANCA,COTAXTLA,17,1,51,1261,B,120,78,15,59,0,14
TIERRA BLANCA,COTAXTLA,17,1,51,1261,C,111,85,30,75,0,9
TIERRA BLANCA,COTAXTLA,17,1,51,1262,B,154,126,194,41,0,19
TIERRA BLANCA,COTAXTLA,17,1,51,1263,B,113,51,106,197,36,36
TIERRA BLANCA,COTAXTLA,17,1,51,1264,B,144,55,232,86,0,19
TIERRA BLANCA,COTAXTLA,17,1,51,1265,B,106,40,212,95,0,41
TIERRA BLANCA,COTAXTLA,17,1,51,1265,C,119,44,211,85,0,18
PAPANTLA,COXQUIHUI,7,1,52,1266,B,150,146,23,141,0,33
PAPANTLA,COXQUIHUI,7,1,52,1266,C,117,172,16,131,0,19
PAPANTLA,COXQUIHUI,7,1,52,1267,B,116,114,10,110,0,21
PAPANTLA,COXQUIHUI,7,1,52,1267,C,110,136,14,91,0,19
PAPANTLA,COXQUIHUI,7,1,52,1267,C2,95,130,9,114,0,10
PAPANTLA,COXQUIHUI,7,1,52,1268,B,147,123,3,54,0,23
PAPANTLA,COXQUIHUI,7,1,52,1269,B,286,182,4,27,0,10
PAPANTLA,COXQUIHUI,7,1,52,1270,B,173,82,2,119,0,19
PAPANTLA,COXQUIHUI,7,1,52,1271,B,155,19,4,77,0,10
PAPANTLA,COXQUIHUI,7,1,52,1271,C,159,30,3,72,0,0
PAPANTLA,COXQUIHUI,7,1,52,1272,B,194,66,9,70,0,18
PAPANTLA,COXQUIHUI,7,1,52,1272,C,186,39,4,84,0,11
PAPANTLA,COXQUIHUI,7,1,52,1272,C2,182,65,5,83,0,17
PAPANTLA,COXQUIHUI,7,1,52,1273,B,167,111,2,67,0,32
PAPANTLA,COXQUIHUI,7,1,52,1273,X,160,97,4,20,0,23
PAPANTLA,COXQUIHUI,7,1,52,1274,B,135,140,5,35,0,8
PAPANTLA,COXQUIHUI,7,1,52,1274,C,145,107,5,30,0,5
PAPANTLA,COYUTLA,7,1,53,1275,B,85,262,191,0,0,15
PAPANTLA,COYUTLA,7,1,53,1275,C,87,260,157,0,0,0
PAPANTLA,COYUTLA,7,1,53,1276,B,37,242,168,0,0,0
PAPANTLA,COYUTLA,7,1,53,1276,C,40,251,156,0,0,14
PAPANTLA,COYUTLA,7,1,53,1277,B,58,216,223,0,0,16
PAPANTLA,COYUTLA,7,1,53,1277,C,41,264,212,0,0,0
PAPANTLA,COYUTLA,7,1,53,1278,B,44,119,168,0,0,12
PAPANTLA,COYUTLA,7,1,53,1278,C,44,151,130,0,0,0
PAPANTLA,COYUTLA,7,1,53,1279,B,18,122,161,0,0,13
PAPANTLA,COYUTLA,7,1,53,1280,B,71,108,204,0,0,8
PAPANTLA,COYUTLA,7,1,53,1280,C,45,109,225,0,0,10
PAPANTLA,COYUTLA,7,1,53,1281,B,63,121,58,0,0,19
PAPANTLA,COYUTLA,7,1,53,1281,X,42,102,75,0,0,6
PAPANTLA,COYUTLA,7,1,53,1282,B,146,173,201,0,0,20
PAPANTLA,COYUTLA,7,1,53,1282,X,32,231,188,0,0,7
PAPANTLA,COYUTLA,7,1,53,1283,B,111,90,169,0,0,15
PAPANTLA,COYUTLA,7,1,53,1283,C,98,106,191,0,0,9
PAPANTLA,COYUTLA,7,1,53,1283,X,44,100,78,0,0,9
PAPANTLA,COYUTLA,7,1,53,1284,B,101,180,126,0,0,18
PAPANTLA,COYUTLA,7,1,53,1284,C,81,221,125,0,0,8
PAPANTLA,COYUTLA,7,1,53,1285,B,114,121,165,0,0,7
PAPANTLA,COYUTLA,7,1,53,1285,C,85,172,132,0,0,9
PAPANTLA,COYUTLA,7,1,53,1285,X,44,177,139,0,0,10
TIERRA BLANCA,CUICHAPA,17,1,54,1286,B,223,165,13,16,0,16
TIERRA BLANCA,CUICHAPA,17,1,54,1286,C,196,185,15,19,0,19
TIERRA BLANCA,CUICHAPA,17,1,54,1287,B,163,172,12,7,0,17
TIERRA BLANCA,CUICHAPA,17,1,54,1287,C,187,154,16,13,1,8
TIERRA BLANCA,CUICHAPA,17,1,54,1288,B,139,153,22,79,0,8
TIERRA BLANCA,CUICHAPA,17,1,54,1288,X,175,147,5,15,0,8
TIERRA BLANCA,CUICHAPA,17,1,54,1289,B,20,179,91,8,0,0
TIERRA BLANCA,CUICHAPA,17,1,54,1289,X,44,115,55,5,0,5
TIERRA BLANCA,CUICHAPA,17,1,54,1290,B,31,138,212,5,0,17
TIERRA BLANCA,CUICHAPA,17,1,54,1290,C,42,121,191,12,1,17
TIERRA BLANCA,CUICHAPA,17,1,54,1291,B,17,51,225,15,0,8
TIERRA BLANCA,CUICHAPA,17,1,54,1291,C,25,55,224,11,0,11
TIERRA BLANCA,CUICHAPA,17,1,54,1291,C2,21,75,226,16,0,11
TIERRA BLANCA,CUICHAPA,17,1,54,1292,B,35,131,155,24,0,10
TIERRA BLANCA,CUITLAHUAC,17,1,55,1293,B,125,75,65,41,0,16
TIERRA BLANCA,CUITLAHUAC,17,1,55,1293,C,125,63,59,57,0,10
TIERRA BLANCA,CUITLAHUAC,17,1,55,1293,C2,121,92,47,52,0,13
TIERRA BLANCA,CUITLAHUAC,17,1,55,1294,B,124,119,112,70,0,16
TIERRA BLANCA,CUITLAHUAC,17,1,55,1294,C,149,136,70,73,0,14
TIERRA BLANCA,CUITLAHUAC,17,1,55,1295,B,177,117,82,55,0,13
TIERRA BLANCA,CUITLAHUAC,17,1,55,1295,C,171,113,62,48,0,14
TIERRA BLANCA,CUITLAHUAC,17,1,55,1296,B,106,68,24,35,0,13
TIERRA BLANCA,CUITLAHUAC,17,1,55,1296,C,88,85,24,38,0,12
TIERRA BLANCA,CUITLAHUAC,17,1,55,1297,B,174,122,51,40,1,15
TIERRA BLANCA,CUITLAHUAC,17,1,55,1297,C,205,96,45,30,0,16
TIERRA BLANCA,CUITLAHUAC,17,1,55,1298,B,142,91,34,17,0,10
TIERRA BLANCA,CUITLAHUAC,17,1,55,1298,C,122,94,22,20,0,9
TIERRA BLANCA,CUITLAHUAC,17,1,55,1299,B,166,65,44,49,0,15
TIERRA BLANCA,CUITLAHUAC,17,1,55,1299,C,176,73,56,46,0,13
TIERRA BLANCA,CUITLAHUAC,17,1,55,1300,B,139,107,10,13,0,6
TIERRA BLANCA,CUITLAHUAC,17,1,55,1300,C,141,105,10,13,0,8
TIERRA BLANCA,CUITLAHUAC,17,1,55,1300,X,36,67,21,37,0,0
TIERRA BLANCA,CUITLAHUAC,17,1,55,1301,B,88,93,40,102,0,24
TIERRA BLANCA,CUITLAHUAC,17,1,55,1302,B,106,114,51,15,0,16
TIERRA BLANCA,CUITLAHUAC,17,1,55,1302,C,121,127,20,28,0,16
TIERRA BLANCA,CUITLAHUAC,17,1,55,1302,C2,110,144,38,23,0,10
TIERRA BLANCA,CUITLAHUAC,17,1,55,1303,B,105,69,15,32,0,0
TIERRA BLANCA,CUITLAHUAC,17,1,55,1303,C,130,55,20,26,0,6
TIERRA BLANCA,CUITLAHUAC,17,1,55,1304,B,209,56,14,8,0,8
TIERRA BLANCA,CUITLAHUAC,17,1,55,1305,B,141,68,78,17,0,7
TIERRA BLANCA,CUITLAHUAC,17,1,55,1305,C,102,69,98,18,0,9
TIERRA BLANCA,CUITLAHUAC,17,1,55,1306,B,66,200,54,9,0,10
TIERRA BLANCA,CUITLAHUAC,17,1,55,1306,C,52,180,78,6,0,5
TIERRA BLANCA,CUITLAHUAC,17,1,55,1307,B,71,112,49,12,0,10
TIERRA BLANCA,CUITLAHUAC,17,1,55,1307,C,102,108,52,9,0,13
TIERRA BLANCA,CUITLAHUAC,17,1,55,1308,B,27,13,3,3,0,3
TIERRA BLANCA,CUITLAHUAC,17,1,55,1309,B,166,38,35,13,0,8
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1310,B,69,90,94,51,0,8
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1310,C,48,90,113,53,0,0
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1311,B,59,69,115,94,0,12
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1311,C,49,90,121,100,0,11
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1312,B,21,142,106,227,0,13
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1313,B,21,111,66,111,0,10
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1313,C,16,128,70,91,0,0
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1314,B,107,161,225,43,0,9
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1315,B,10,233,26,48,0,0
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1316,B,90,117,165,73,0,0
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1316,C,67,108,179,68,0,40
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1317,B,101,200,44,118,0,16
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1317,X,59,232,14,76,1,7
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1318,B,309,24,24,6,0,6
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1318,X,109,116,5,31,0,16
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1319,B,56,72,96,89,0,24
COSAMALOAPAN,CHACALTIANGUIS,23,1,56,1319,C,45,88,78,109,0,14
TANTOYUCA,CHALMA,2,1,57,1320,B,66,186,120,90,1,16
TANTOYUCA,CHALMA,2,1,57,1320,C,56,188,86,103,0,19
TANTOYUCA,CHALMA,2,1,57,1321,B,48,66,107,80,0,6
TANTOYUCA,CHALMA,2,1,57,1321,C,46,78,97,80,0,9
TANTOYUCA,CHALMA,2,1,57,1322,B,43,142,87,79,0,15
TANTOYUCA,CHALMA,2,1,57,1322,C,59,98,81,101,0,16
TANTOYUCA,CHALMA,2,1,57,1323,B,10,90,49,135,0,14
TANTOYUCA,CHALMA,2,1,57,1323,C,13,81,71,139,0,20
TANTOYUCA,CHALMA,2,1,57,1324,B,89,99,95,93,0,16
TANTOYUCA,CHALMA,2,1,57,1324,C,109,85,89,104,0,24
TANTOYUCA,CHALMA,2,1,57,1325,B,96,46,238,74,0,15
TANTOYUCA,CHALMA,2,1,57,1326,B,23,126,90,216,0,41
TANTOYUCA,CHALMA,2,1,57,1327,B,27,76,75,113,0,14
TANTOYUCA,CHALMA,2,1,57,1327,C,26,49,83,103,0,25
TANTOYUCA,CHALMA,2,1,57,1328,B,83,113,76,123,0,21
TANTOYUCA,CHALMA,2,1,57,1328,C,77,112,102,119,0,15
TANTOYUCA,CHICONAMEL,2,1,58,1329,B,128,122,204,0,0,0
TANTOYUCA,CHICONAMEL,2,1,58,1329,C,103,129,222,0,0,21
TANTOYUCA,CHICONAMEL,2,1,58,1330,B,52,75,130,0,0,17
TANTOYUCA,CHICONAMEL,2,1,58,1331,B,56,49,356,0,0,21
TANTOYUCA,CHICONAMEL,2,1,58,1332,B,25,115,223,0,0,13
TANTOYUCA,CHICONAMEL,2,1,58,1333,B,44,190,253,0,0,24
TANTOYUCA,CHICONAMEL,2,1,58,1334,B,25,238,247,0,0,16
MISANTLA,CHICONQUIACO,9,1,59,1335,B,170,187,38,24,0,33
MISANTLA,CHICONQUIACO,9,1,59,1335,C,160,193,67,33,0,0
MISANTLA,CHICONQUIACO,9,1,59,1336,B,99,283,49,57,0,35
MISANTLA,CHICONQUIACO,9,1,59,1336,C,104,279,36,60,0,24
MISANTLA,CHICONQUIACO,9,1,59,1337,B,266,138,87,31,0,14
MISANTLA,CHICONQUIACO,9,1,59,1337,X,153,89,3,2,0,8
MISANTLA,CHICONQUIACO,9,1,59,1338,B,229,101,58,13,0,27
MISANTLA,CHICONQUIACO,9,1,59,1339,B,196,106,109,4,0,32
MISANTLA,CHICONQUIACO,9,1,59,1340,B,290,41,55,3,0,26
MISANTLA,CHICONQUIACO,9,1,59,1340,C,302,51,61,5,0,9
MISANTLA,CHICONQUIACO,9,1,59,1341,B,136,68,7,64,0,18
MISANTLA,CHICONQUIACO,9,1,59,1342,B,249,26,45,3,0,13
MISANTLA,CHICONQUIACO,9,1,59,1342,C,257,16,55,2,0,12
CHICONTEPEC,CHICONTEPEC,3,0,60,1343,B,66,71,119,32,0,14
CHICONTEPEC,CHICONTEPEC,3,0,60,1343,C,50,88,116,33,0,0
CHICONTEPEC,CHICONTEPEC,3,0,60,1344,B,84,85,144,45,0,16
CHICONTEPEC,CHICONTEPEC,3,0,60,1344,C,75,73,136,55,0,13
CHICONTEPEC,CHICONTEPEC,3,0,60,1345,B,36,83,89,17,0,11
CHICONTEPEC,CHICONTEPEC,3,0,60,1345,C,38,66,101,19,0,0
CHICONTEPEC,CHICONTEPEC,3,0,60,1346,B,50,60,104,21,0,10
CHICONTEPEC,CHICONTEPEC,3,0,60,1346,C,36,75,74,11,0,19
CHICONTEPEC,CHICONTEPEC,3,0,60,1347,B,87,70,221,12,0,15
CHICONTEPEC,CHICONTEPEC,3,0,60,1347,C,89,88,198,16,0,24
CHICONTEPEC,CHICONTEPEC,3,0,60,1348,B,123,105,67,9,0,24
CHICONTEPEC,CHICONTEPEC,3,0,60,1349,B,21,106,40,3,0,10
CHICONTEPEC,CHICONTEPEC,3,0,60,1350,B,84,70,217,6,0,29
CHICONTEPEC,CHICONTEPEC,3,0,60,1351,B,44,107,299,0,0,16
CHICONTEPEC,CHICONTEPEC,3,0,60,1351,X,211,25,76,3,0,12
CHICONTEPEC,CHICONTEPEC,3,0,60,1352,B,44,137,179,6,0,23
CHICONTEPEC,CHICONTEPEC,3,0,60,1352,C,69,121,177,1,0,24
CHICONTEPEC,CHICONTEPEC,3,0,60,1353,B,156,82,80,3,0,16
CHICONTEPEC,CHICONTEPEC,3,0,60,1353,X,78,55,60,2,0,18
CHICONTEPEC,CHICONTEPEC,3,0,60,1354,B,49,65,90,2,0,10
CHICONTEPEC,CHICONTEPEC,3,0,60,1355,B,239,65,53,1,0,12
CHICONTEPEC,CHICONTEPEC,3,0,60,1356,B,108,42,70,2,0,9
CHICONTEPEC,CHICONTEPEC,3,0,60,1357,B,114,74,122,2,0,37
CHICONTEPEC,CHICONTEPEC,3,0,60,1358,B,79,64,142,1,0,23
CHICONTEPEC,CHICONTEPEC,3,0,60,1358,C,93,72,135,1,0,27
CHICONTEPEC,CHICONTEPEC,3,0,60,1359,B,103,62,196,2,0,19
CHICONTEPEC,CHICONTEPEC,3,0,60,1359,C,152,65,153,0,0,16
CHICONTEPEC,CHICONTEPEC,3,0,60,1360,B,33,156,190,5,0,22
CHICONTEPEC,CHICONTEPEC,3,0,60,1360,C,20,161,212,4,0,11
