Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 103 - URUAPAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
B,AC,Urna tradicional,97,106,18,4,3,2,1,,,,,0,,1,3,,,,0,10,245,391
C1,AC,Urna tradicional,84,77,47,1,4,4,2,,,,,0,,5,2,,,,0,11,237,392
Total,,,181,183,65,5,7,6,3,0,0,0,0,0,0,6,5,0,0,0,0,21,482,783
Sección 2241 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,137,34,3,4,1,1,,,,,0,,0,0,,,,0,0,260,444
C1,AC,Urna tradicional,66,120,25,4,0,3,1,,,,,1,,3,1,,,,1,10,235,445
Total,,,146,257,59,7,4,4,2,0,0,0,0,1,0,3,1,0,0,0,1,10,495,889
Sección 2242 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,143,140,57,4,7,1,2,,,,,4,,3,4,,,,0,12,377,719
Total,,,143,140,57,4,7,1,2,0,0,0,0,4,0,3,4,0,0,0,0,12,377,719
Sección 2243 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,150,99,6,1,2,0,,,,,0,,6,9,,,,2,14,325,670
C1,AC,Urna tradicional,43,149,102,3,3,1,2,,,,,1,,1,5,,,,2,19,331,670
C2,AC,Urna tradicional,48,155,86,14,5,5,1,,,,,3,,7,11,,,,0,12,347,671
Total,,,127,454,287,23,9,8,3,0,0,0,0,4,0,14,25,0,0,0,4,45,1003,2011
Sección 2244 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,125,38,6,5,6,6,,,,,0,,0,0,,,,0,19,269,592
C1,AC,Urna tradicional,44,127,52,1,3,1,4,,,,,0,,1,4,,,,0,42,279,592
C2,AC,Urna tradicional,37,104,50,2,3,2,3,,,,,1,,2,8,,,,0,49,261,593
Total,,,145,356,140,9,11,9,13,0,0,0,0,1,0,3,12,0,0,0,0,110,809,1777
Sección 2245 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,130,71,0,0,0,0,,,,,0,,0,0,,,,1,7,260,632
C1,AC,Urna tradicional,52,147,58,7,8,4,2,,,,,1,,0,4,,,,0,5,288,633
Total,,,103,277,129,7,8,4,2,0,0,0,0,1,0,0,4,0,0,0,1,12,548,1265
Sección 2246 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,161,39,4,5,2,2,,,,,0,,3,5,,,,0,5,273,588
C1,AC,Urna tradicional,39,175,50,3,6,2,2,,,,,0,,0,0,,,,1,10,288,589
Total,,,86,336,89,7,11,4,4,0,0,0,0,0,0,3,5,0,0,0,1,15,561,1177
Sección 2247 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,92,47,3,4,1,0,,,,,2,,3,0,,,,0,6,223,528
C1,AC,Urna tradicional,56,107,34,2,3,0,0,,,,,1,,0,5,,,,0,5,213,529
C2,AC,Urna tradicional,65,94,50,0,2,3,1,,,,,3,,4,5,,,,0,10,237,529
Total,,,186,293,131,5,9,4,1,0,0,0,0,6,0,7,10,0,0,0,0,21,673,1586
Sección 2248 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,135,62,3,4,5,0,,,,,3,,7,5,,,,0,10,300,639
C1,AC,Urna tradicional,77,115,65,0,0,0,0,,,,,0,,0,0,,,,0,16,273,639
C2,AC,Urna tradicional,66,123,59,2,8,2,3,,,,,1,,5,6,,,,0,16,291,639
C3,AC,Urna tradicional,77,115,65,0,0,0,0,,,,,0,,0,0,,,,0,16,273,639
C4,AC,Urna tradicional,76,135,39,2,4,3,1,,,,,3,,4,6,,,,0,9,282,640
C5,AC,Urna tradicional,80,124,40,4,6,0,0,,,,,1,,5,3,,,,0,7,270,640
Total,,,442,747,330,11,22,10,4,0,0,0,0,8,0,21,20,0,0,0,0,74,1689,3836
Sección 2249 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,68,122,62,6,4,4,7,,,,,1,,2,5,,,,0,5,286,616
C1,AC,Urna tradicional,95,112,56,6,0,0,0,,,,,0,,6,4,,,,0,5,284,616
C2,AC,Urna tradicional,74,121,62,6,1,0,2,,,,,0,,0,0,,,,0,11,277,616
C3,AC,Urna tradicional,63,144,37,2,3,6,0,,,,,1,,4,3,,,,0,9,272,617
Total,,,300,499,217,20,8,10,9,0,0,0,0,2,0,12,12,0,0,0,0,30,1119,2465
Sección 2250 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,55,128,68,1,4,1,4,,,,,0,,5,4,,,,0,11,281,726
C1,AC,Urna tradicional,76,118,62,0,0,1,1,,,,,1,,8,10,,,,0,15,292,726
C2,AC,Urna tradicional,87,108,80,3,6,0,8,,,,,2,,5,7,,,,0,0,306,726
C3,AC,Urna tradicional,65,135,75,5,2,0,2,,,,,5,,1,6,,,,0,3,299,727
Total,,,283,489,285,9,12,2,15,0,0,0,0,8,0,19,27,0,0,0,0,29,1178,2905
Sección 2251 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,92,146,47,5,7,2,2,,,,,0,,2,3,,,,0,11,317,623
C1,AC,Urna tradicional,91,126,60,1,5,6,3,,,,,1,,2,8,,,,0,11,314,623
C2,AC,Urna tradicional,81,130,55,1,4,2,1,,,,,2,,3,1,,,,2,13,295,623
C3,AC,Urna tradicional,62,145,55,6,2,1,2,,,,,2,,4,3,,,,0,8,290,624
Total,,,326,547,217,13,18,11,8,0,0,0,0,5,0,11,15,0,0,0,2,43,1216,2493
Sección 2252 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,93,197,72,9,10,4,2,,,,,3,,4,5,,,,0,7,406,686
C1,AC,Urna tradicional,94,181,170,2,7,1,1,,,,,0,,5,2,,,,0,10,473,687
Total,,,187,378,242,11,17,5,3,0,0,0,0,3,0,9,7,0,0,0,0,17,879,1373
Sección 2253 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,109,148,81,5,10,3,1,,,,,1,,5,3,,,,0,9,375,599
C1,AC,Urna tradicional,106,148,59,2,4,6,4,,,,,2,,1,1,,,,0,6,339,600
C2,AC,Urna tradicional,83,150,55,1,6,2,2,,,,,0,,6,7,,,,0,23,335,600
Total,,,298,446,195,8,20,11,7,0,0,0,0,3,0,12,11,0,0,0,0,38,1049,1799
Sección 2254 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,124,52,4,0,5,1,,,,,0,,0,8,,,,2,101,337,631
C1,AC,Urna tradicional,63,136,66,6,3,0,1,,,,,0,,5,6,,,,0,12,298,632
C2,AC,Urna tradicional,71,143,55,7,3,4,2,,,,,1,,5,2,,,,4,16,313,632
C3,AC,Urna tradicional,72,154,66,3,3,2,0,,,,,1,,2,1,,,,1,4,309,632
Total,,,246,557,239,20,9,11,4,0,0,0,0,2,0,12,17,0,0,0,7,133,1257,2527
Sección 2255 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,146,63,2,5,2,0,,,,,0,,0,0,,,,0,16,356,628
C1,AC,Urna tradicional,106,149,62,2,3,3,0,,,,,1,,1,3,,,,0,6,336,629
Total,,,228,295,125,4,8,5,0,0,0,0,0,1,0,1,3,0,0,0,0,22,692,1257
Sección 2256 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,149,60,4,5,3,1,,,,,0,,4,0,,,,1,12,321,634
C1,AC,Urna tradicional,76,159,68,4,5,3,0,,,,,2,,5,0,,,,0,12,334,634
C2,AC,Urna tradicional,77,168,44,1,4,4,2,,,,,1,,5,0,,,,0,12,318,635
Total,,,235,476,172,9,14,10,3,0,0,0,0,3,0,14,0,0,0,0,1,36,973,1903
Sección 2257 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,101,42,6,7,0,2,,,,,1,,1,1,,,,0,13,250,474
C1,AC,Urna tradicional,83,116,54,5,2,1,0,,,,,2,,4,4,,,,0,11,282,474
Total,,,159,217,96,11,9,1,2,0,0,0,0,3,0,5,5,0,0,0,0,24,532,948
Sección 2258 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,98,33,4,2,3,1,,,,,1,,4,4,,,,0,7,222,405
C1,AC,Urna tradicional,65,111,47,2,3,1,0,,,,,0,,4,6,,,,0,8,247,406
Total,,,130,209,80,6,5,4,1,0,0,0,0,1,0,8,10,0,0,0,0,15,469,811
Sección 2259 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,141,42,4,3,5,0,,,,,0,,6,3,,,,0,11,290,514
C1,AC,Urna tradicional,66,144,50,2,4,2,1,,,,,0,,2,3,,,,0,9,283,515
C2,AC,Urna tradicional,67,162,41,1,2,1,0,,,,,2,,2,5,,,,0,10,293,515
Total,,,208,447,133,7,9,8,1,0,0,0,0,2,0,10,11,0,0,0,0,30,866,1544
Sección 2260 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,167,108,5,9,1,1,,,,,0,,3,4,,,,0,14,385,738
C1,AC,Urna tradicional,81,164,92,5,4,0,1,,,,,4,,4,12,,,,1,14,382,738
C2,AC,Urna tradicional,74,163,100,3,7,2,1,,,,,1,,8,8,,,,0,17,384,738
Total,,,228,494,300,13,20,3,3,0,0,0,0,5,0,15,24,0,0,0,1,45,1151,2214
Sección 2261 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,150,103,3,2,2,1,,,,,0,,0,0,,,,1,21,357,735
C1,AC,Urna tradicional,69,165,67,5,3,3,1,,,,,3,,8,4,,,,1,9,338,735
C2,AC,Urna tradicional,81,142,59,3,6,3,2,,,,,0,,0,0,,,,0,14,310,735
C3,AC,Urna tradicional,70,141,79,6,3,5,2,,,,,1,,8,5,,,,0,14,334,735
C4,AC,Urna tradicional,57,154,92,5,8,3,2,,,,,2,,5,8,,,,2,10,348,735
Total,,,351,752,400,22,22,16,8,0,0,0,0,6,0,21,17,0,0,0,4,68,1687,3675
Sección 2262 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,63,138,106,0,0,0,0,,,,,0,,0,0,,,,0,13,320,604
C1,AC,Urna tradicional,61,105,97,6,4,2,0,,,,,3,,2,2,,,,0,12,294,604
C2,AC,Urna tradicional,44,127,87,8,1,2,1,,,,,1,,1,4,,,,0,9,285,605
Total,,,168,370,290,14,5,4,1,0,0,0,0,4,0,3,6,0,0,0,0,34,899,1813
Sección 2263 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,146,59,3,7,3,0,,,,,1,,0,2,,,,0,15,327,623
C1,AC,Urna tradicional,104,166,70,0,0,2,0,,,,,0,,0,0,,,,0,8,350,624
C2,AC,Urna tradicional,105,147,60,0,7,3,2,,,,,1,,2,6,,,,0,11,344,624
Total,,,300,459,189,3,14,8,2,0,0,0,0,2,0,2,8,0,0,0,0,34,1021,1871
Sección 2264 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,125,61,4,3,3,1,,,,,3,,1,3,,,,2,12,282,556
C1,AC,Urna tradicional,76,121,46,4,6,1,1,,,,,0,,7,2,,,,0,6,270,556
C2,AC,Urna tradicional,71,125,54,2,1,1,1,,,,,3,,6,5,,,,1,9,279,557
Total,,,211,371,161,10,10,5,3,0,0,0,0,6,0,14,10,0,0,0,3,27,831,1669
Sección 2265 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,112,76,0,0,0,0,,,,,1,,13,18,,,,0,14,333,559
C1,AC,Urna tradicional,119,128,57,2,6,3,1,,,,,0,,0,0,,,,0,9,325,560
Total,,,218,240,133,2,6,3,1,0,0,0,0,1,0,13,18,0,0,0,0,23,658,1119
Sección 2266 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,72,151,69,6,5,3,2,,,,,2,,3,7,,,,0,11,331,631
C1,AC,Urna tradicional,70,156,65,7,3,1,0,,,,,0,,4,4,,,,0,15,325,631
Total,,,142,307,134,13,8,4,2,0,0,0,0,2,0,7,11,0,0,0,0,26,656,1262
Sección 2267 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,173,62,2,0,0,4,,,,,4,,9,3,,,,0,15,363,684
C1,AC,Urna tradicional,95,148,69,4,4,0,3,,,,,0,,4,5,,,,0,13,345,684
C2,AC,Urna tradicional,102,172,60,9,7,3,0,,,,,4,,5,4,,,,0,17,383,685
Total,,,288,493,191,15,11,3,7,0,0,0,0,8,0,18,12,0,0,0,0,45,1091,2053
Sección 2268 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,175,58,12,6,1,2,,,,,2,,3,3,,,,0,14,334,714
C1,AC,Urna tradicional,60,176,68,6,5,1,1,,,,,0,,7,4,,,,0,10,338,714
C2,AC,Urna tradicional,46,145,66,4,0,3,2,,,,,0,,10,1,,,,0,13,290,714
C3,AC,Urna tradicional,71,141,49,5,5,1,2,,,,,2,,11,1,,,,0,20,308,715
Total,,,235,637,241,27,16,6,7,0,0,0,0,4,0,31,9,0,0,0,0,57,1270,2857
Sección 2269 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,63,148,71,3,7,3,1,,,,,0,,8,5,,,,0,14,323,692
C1,AC,Urna tradicional,71,151,62,3,5,1,2,,,,,1,,6,5,,,,0,10,317,692
C2,AC,Urna tradicional,52,159,64,1,5,2,5,,,,,3,,2,2,,,,0,14,309,692
C3,AC,Urna tradicional,66,153,72,6,10,1,3,,,,,1,,9,5,,,,0,14,340,692
C4,AC,Urna tradicional,63,138,49,3,9,1,1,,,,,0,,0,0,,,,0,8,272,693
C5,AC,Urna tradicional,59,160,61,4,4,1,6,,,,,3,,6,1,,,,0,7,312,693
C6,AC,Urna tradicional,59,164,39,4,2,3,3,,,,,1,,13,7,,,,0,15,310,693
Total,,,433,1073,418,24,42,12,21,0,0,0,0,9,0,44,25,0,0,0,0,82,2183,4847
Sección 2270 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,127,68,5,4,6,2,,,,,2,,5,1,,,,0,8,304,650
C1,AC,Urna tradicional,74,138,76,4,2,1,2,,,,,2,,1,5,,,,0,16,321,650
Total,,,150,265,144,9,6,7,4,0,0,0,0,4,0,6,6,0,0,0,0,24,625,1300
Sección 2271 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,135,49,3,3,4,1,,,,,1,,2,2,,,,0,21,320,535
C1,AC,Urna tradicional,108,146,37,2,1,3,5,,,,,1,,6,3,,,,1,10,323,535
C2,AC,Urna tradicional,104,154,45,0,0,0,0,,,,,7,,0,1,,,,3,12,326,535
Total,,,311,435,131,5,4,7,6,0,0,0,0,9,0,8,6,0,0,0,4,43,969,1605
Sección 2272 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,130,53,7,1,3,1,,,,,1,,3,1,,,,0,12,343,600
C1,AC,Urna tradicional,124,119,52,3,4,1,0,,,,,2,,2,4,,,,0,12,323,601
Total,,,255,249,105,10,5,4,1,0,0,0,0,3,0,5,5,0,0,0,0,24,666,1201
Sección 2273 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,126,130,57,0,2,1,1,,,,,1,,3,4,,,,0,15,340,547
C1,AC,Urna tradicional,122,119,36,1,2,1,1,,,,,2,,4,2,,,,0,9,299,547
C2,AC,Urna tradicional,109,130,46,4,5,2,2,,,,,3,,2,2,,,,1,12,318,548
Total,,,357,379,139,5,9,4,4,0,0,0,0,6,0,9,8,0,0,0,1,36,957,1642
Sección 2274 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,144,76,14,5,4,3,,,,,0,,0,0,,,,1,16,366,746
C1,AC,Urna tradicional,93,137,93,2,6,2,0,,,,,5,,3,7,,,,0,15,363,746
Total,,,196,281,169,16,11,6,3,0,0,0,0,5,0,3,7,0,0,0,1,31,729,1492
Sección 2275 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,59,103,63,2,3,1,2,,,,,2,,2,2,,,,0,12,251,526
C1,AC,Urna tradicional,73,97,68,11,7,3,1,,,,,1,,7,14,,,,1,5,288,526
C2,AC,Urna tradicional,57,101,64,2,4,2,2,,,,,1,,0,3,,,,0,12,248,527
Total,,,189,301,195,15,14,6,5,0,0,0,0,4,0,9,19,0,0,0,1,29,787,1579
Sección 2276 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,128,63,2,4,2,1,,,,,2,,1,6,,,,1,10,304,747
C1,AC,Urna tradicional,80,158,79,0,0,0,0,,,,,0,,2,4,,,,0,23,346,748
Total,,,164,286,142,2,4,2,1,0,0,0,0,2,0,3,10,0,0,0,1,33,650,1495
Sección 2277 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,122,50,3,6,2,4,,,,,3,,1,0,,,,0,5,243,505
C1,AC,Urna tradicional,78,111,50,4,4,4,1,,,,,0,,6,5,,,,0,11,274,505
C2,AC,Urna tradicional,52,94,54,3,6,4,1,,,,,2,,3,2,,,,0,11,232,506
Total,,,177,327,154,10,16,10,6,0,0,0,0,5,0,10,7,0,0,0,0,27,749,1516
Sección 2278 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,132,87,4,6,2,1,,,,,2,,4,1,,,,4,7,310,664
C1,AC,Urna tradicional,58,129,75,6,2,3,3,,,,,5,,2,5,,,,0,17,305,664
Total,,,118,261,162,10,8,5,4,0,0,0,0,7,0,6,6,0,0,0,4,24,615,1328
Sección 2279 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,111,45,0,2,1,1,,,,,1,,7,1,,,,0,9,242,512
C1,AC,Urna tradicional,72,103,39,5,2,4,0,,,,,0,,0,0,,,,0,11,236,512
C2,AC,Urna tradicional,57,118,55,3,2,3,1,,,,,0,,0,0,,,,0,6,245,512
Total,,,193,332,139,8,6,8,2,0,0,0,0,1,0,7,1,0,0,0,0,26,723,1536
Sección 2280 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,121,44,5,0,0,0,,,,,3,,3,3,,,,0,9,311,583
C1,AC,Urna tradicional,121,126,45,4,2,1,2,,,,,0,,0,0,,,,0,16,317,583
Total,,,244,247,89,9,2,1,2,0,0,0,0,3,0,3,3,0,0,0,0,25,628,1166
Sección 2281 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,124,47,0,0,2,0,,,,,0,,0,0,,,,0,13,256,413
C1,AC,Urna tradicional,81,114,50,3,7,3,1,,,,,0,,1,2,,,,2,8,272,413
Total,,,151,238,97,3,7,5,1,0,0,0,0,0,0,1,2,0,0,0,2,21,528,826
Sección 2282 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,196,95,0,0,5,0,,,,,0,,0,0,,,,0,9,413,666
C1,AC,Urna tradicional,107,200,87,1,1,0,0,,,,,0,,0,1,,,,0,16,413,666
Total,,,215,396,182,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,25,826,1332
Sección 2283 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,98,188,86,5,15,1,7,,,,,0,,0,0,,,,0,10,410,673
C1,AC,Urna tradicional,90,170,79,0,0,1,0,,,,,1,,5,1,,,,0,0,347,674
C2,AC,Urna tradicional,89,233,53,1,10,6,4,,,,,1,,0,1,,,,0,9,407,674
Total,,,277,591,218,6,25,8,11,0,0,0,0,2,0,5,2,0,0,0,0,19,1164,2021
Sección 2284 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,77,226,70,6,5,1,0,,,,,1,,3,2,,,,0,11,402,706
C1,AC,Urna tradicional,92,220,72,3,4,2,6,,,,,2,,4,3,,,,2,10,420,706
Total,,,169,446,142,9,9,3,6,0,0,0,0,3,0,7,5,0,0,0,2,21,822,1412
Sección 2285 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,112,164,58,0,4,2,3,,,,,0,,5,9,,,,0,14,371,677
C1,AC,Urna tradicional,115,177,87,0,3,4,1,,,,,1,,4,4,,,,1,12,409,678
Total,,,227,341,145,0,7,6,4,0,0,0,0,1,0,9,13,0,0,0,1,26,780,1355
Sección 2286 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,98,170,46,6,4,2,1,,,,,0,,4,0,,,,0,10,341,615
C1,AC,Urna tradicional,99,155,66,3,3,3,2,,,,,3,,6,1,,,,0,14,355,616
Total,,,197,325,112,9,7,5,3,0,0,0,0,3,0,10,1,0,0,0,0,24,696,1231
Sección 2287 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,55,142,37,6,2,1,1,,,,,0,,4,0,,,,0,7,255,522
C1,AC,Urna tradicional,56,161,24,1,3,2,1,,,,,0,,2,2,,,,1,5,258,523
C2,AC,Urna tradicional,59,150,32,3,1,1,2,,,,,3,,5,3,,,,0,9,268,523
Total,,,170,453,93,10,6,4,4,0,0,0,0,3,0,11,5,0,0,0,1,21,781,1568
Sección 2288 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,156,55,2,1,4,1,,,,,2,,6,2,,,,3,9,332,637
C1,AC,Urna tradicional,100,155,53,2,6,3,1,,,,,0,,5,4,,,,0,5,334,638
Total,,,191,311,108,4,7,7,2,0,0,0,0,2,0,11,6,0,0,0,3,14,666,1275
Sección 2289 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,150,40,3,0,0,0,,,,,4,,2,0,,,,0,13,288,545
C1,AC,Urna tradicional,83,156,38,2,0,2,1,,,,,0,,0,0,,,,1,11,294,545
C2,AC,Urna tradicional,85,145,42,4,1,1,0,,,,,1,,6,1,,,,1,9,296,546
Total,,,244,451,120,9,1,3,1,0,0,0,0,5,0,8,1,0,0,0,2,33,878,1636
Sección 2290 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,69,119,52,5,6,6,1,,,,,1,,2,1,,,,0,10,272,582
C1,AC,Urna tradicional,70,124,58,3,5,3,1,,,,,1,,2,5,,,,0,7,279,582
C2,AC,Urna tradicional,61,143,63,0,0,0,0,,,,,0,,0,0,,,,0,17,284,583
Total,,,200,386,173,8,11,9,2,0,0,0,0,2,0,4,6,0,0,0,0,34,835,1747
Sección 2291 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,92,121,129,4,5,4,0,,,,,2,,3,5,,,,0,9,374,719
C1,AC,Urna tradicional,69,127,154,4,2,2,0,,,,,0,,1,8,,,,0,8,375,720
C2,AC,Urna tradicional,67,126,174,7,9,1,1,,,,,0,,0,5,,,,0,6,396,720
Total,,,228,374,457,15,16,7,1,0,0,0,0,2,0,4,18,0,0,0,0,23,1145,2159
Sección 2292 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,104,44,4,4,2,1,,,,,1,,1,2,,,,0,2,249,624
C1,AC,Urna tradicional,98,124,66,5,0,0,4,,,,,0,,0,0,,,,0,9,306,624
C2,AC,Urna tradicional,79,124,47,0,0,0,0,,,,,0,,0,0,,,,0,11,261,624
Total,,,261,352,157,9,4,2,5,0,0,0,0,1,0,1,2,0,0,0,0,22,816,1872
Sección 2293 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,83,158,77,7,4,4,0,,,,,2,,5,3,,,,0,8,351,739
C1,AC,Urna tradicional,81,171,81,6,3,2,2,,,,,2,,10,3,,,,0,8,369,739
C2,AC,Urna tradicional,85,157,52,7,3,2,1,,,,,1,,3,4,,,,0,10,325,739
C3,AC,Urna tradicional,88,176,59,5,5,2,2,,,,,3,,4,5,,,,0,14,363,739
C4,AC,Urna tradicional,82,179,54,2,3,1,1,,,,,2,,6,9,,,,1,7,347,739
C5,AC,Urna tradicional,69,166,59,3,5,0,4,,,,,0,,0,0,,,,0,11,317,739
C6,AC,Urna tradicional,89,151,76,4,7,4,2,,,,,3,,5,3,,,,0,9,353,739
C7,AC,Urna tradicional,87,166,71,8,7,3,3,,,,,3,,0,1,,,,0,11,360,740
C8,AC,Urna tradicional,78,175,73,4,4,2,1,,,,,1,,4,4,,,,0,11,357,740
C9,AC,Urna tradicional,75,149,66,5,3,10,1,,,,,1,,2,2,,,,0,7,321,740
C10,AC,Urna tradicional,83,155,61,8,10,4,3,,,,,4,,2,9,,,,0,6,345,740
C11,AC,Urna tradicional,87,171,79,3,6,3,1,,,,,4,,8,4,,,,0,8,374,740
C12,AC,Urna tradicional,87,157,52,5,4,4,4,,,,,1,,5,5,,,,0,13,337,740
E1,AC,Urna tradicional,43,159,118,2,4,3,0,,,,,0,,0,0,,,,0,7,336,633
Total,,,1117,2290,978,69,68,44,25,0,0,0,0,27,0,54,52,0,0,0,1,130,4855,10246
Sección 2294 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,112,31,5,1,1,0,,,,,0,,0,0,,,,0,8,200,464
C1,AC,Urna tradicional,30,107,35,1,4,3,0,,,,,0,,0,0,,,,0,11,191,465
Total,,,72,219,66,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,391,929
Sección 2295 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,151,62,107,2,3,4,15,,,,,7,,1,8,,,,1,15,376,542
C1,AC,Urna tradicional,160,73,91,5,3,3,18,,,,,7,,1,5,,,,0,9,375,542
C2,AC,Urna tradicional,149,50,135,4,2,4,9,,,,,6,,0,4,,,,0,22,385,543
Total,,,460,185,333,11,8,11,42,0,0,0,0,20,0,2,17,0,0,0,1,46,1136,1627
Sección 2296 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,59,134,5,0,7,8,,,,,5,,2,3,,,,0,15,361,509
C1,AC,Urna tradicional,149,64,117,3,3,6,6,,,,,11,,3,6,,,,1,16,385,509
C2,AC,Urna tradicional,145,60,133,1,1,3,13,,,,,6,,1,1,,,,2,8,374,509
Total,,,417,183,384,9,4,16,27,0,0,0,0,22,0,6,10,0,0,0,3,39,1120,1527
Sección 2297 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,133,145,4,7,2,1,,,,,0,,0,0,,,,0,6,343,614
C1,AC,Urna tradicional,36,112,150,10,3,2,10,,,,,2,,1,1,,,,0,10,337,615
C2,AC,Urna tradicional,47,139,141,10,6,5,5,,,,,0,,2,2,,,,0,9,366,615
Total,,,128,384,436,24,16,9,16,0,0,0,0,2,0,3,3,0,0,0,0,25,1046,1844
Sección 2298 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,129,93,1,1,0,3,,,,,0,,0,0,,,,0,7,279,524
C1,AC,Urna tradicional,41,104,89,2,4,2,2,,,,,3,,4,0,,,,0,10,261,524
C2,AC,Urna tradicional,51,128,94,8,9,1,4,,,,,0,,0,0,,,,0,2,297,524
