CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,COAL_PRI_PVEM,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,288,1,5,36,9,6,4,0,2,75,5,4,0,0,0,0,,,,,,0,146,0,146,254
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,289,1,10,136,1,19,1,2,1,104,6,0,0,0,0,0,,,,,,0,280,2,282,363
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,290,2,52,280,47,24,18,18,19,182,70,3,0,5,0,0,,,,,,0,718,13,731,1158
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,291,1,8,157,24,19,9,5,2,73,31,2,2,3,0,2,,,,,,0,337,10,347,565
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,292,3,114,346,87,23,38,70,26,194,68,9,2,3,0,0,,,,,,4,980,45,1029,1689
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,293,1,16,168,30,15,15,6,8,51,27,2,1,6,1,0,,,,,,0,346,16,362,603
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,294,1,13,163,13,17,9,8,4,92,15,1,0,1,0,0,,,,,,0,336,12,348,523
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,295,1,24,187,7,11,2,5,5,33,7,2,2,0,0,0,,,,,,0,285,8,293,449
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,296,1,17,57,10,9,4,1,4,28,8,1,0,0,0,0,,,,,,0,139,3,142,251
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,309,1,7,74,18,9,5,2,4,31,6,1,1,1,0,0,,,,,,0,159,0,159,264
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,310,1,56,156,14,17,15,7,3,84,21,0,0,0,0,0,,,,,,0,373,16,389,621
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,311,1,12,134,50,14,8,8,2,80,24,1,0,3,0,0,,,,,,0,336,17,353,544
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,312,1,3,142,7,9,3,1,1,162,8,0,0,0,0,0,,,,,,0,336,2,338,462
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,313,1,14,73,46,12,1,1,0,45,4,2,0,1,0,0,,,,,,0,199,4,203,356
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,314,1,6,123,15,11,5,3,5,46,59,1,0,0,0,0,,,,,,0,274,18,292,428
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,315,1,2,38,6,4,2,0,1,16,0,1,1,0,0,0,,,,,,0,71,0,71,114
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,320,1,6,28,25,2,1,0,3,2,11,2,0,1,0,0,,,,,,0,81,8,89,158
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,321,1,43,163,16,41,3,5,2,56,10,4,2,0,0,0,,,,,,0,345,22,367,594
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,322,1,4,41,9,4,2,0,0,54,0,0,0,0,0,0,,,,,,0,114,2,116,152
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,324,1,12,80,34,26,3,3,2,46,18,3,0,0,0,0,,,,,,0,227,10,237,358
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,325,1,8,121,19,12,6,4,8,93,27,0,0,1,0,0,,,,,,0,299,6,305,435
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,326,1,5,96,3,7,3,1,1,3,2,1,0,1,0,0,,,,,,0,123,6,129,257
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,327,1,3,73,6,2,0,0,1,2,4,4,0,0,0,0,,,,,,0,95,1,96,174
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,333,1,3,19,13,20,34,1,2,44,14,0,0,1,0,0,,,,,,0,151,15,166,237
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,334,1,3,41,8,24,3,1,4,23,4,0,0,0,0,0,,,,,,0,111,12,123,182
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,335,1,8,24,9,5,2,6,2,27,5,4,0,2,0,0,,,,,,0,94,11,105,164
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,341,1,7,136,5,7,6,3,0,37,13,0,1,2,0,0,,,,,,0,217,4,221,337
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,343,1,10,26,11,10,3,3,1,33,15,2,0,0,0,0,,,,,,0,114,2,116,166
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,347,1,1,64,17,8,2,0,0,5,2,2,0,1,0,0,,,,,,0,102,3,105,153
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1525,1,19,225,87,0,2,1,1,27,6,6,0,2,0,0,,,,,,0,376,13,389,606
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1526,2,30,308,150,6,6,5,4,46,12,5,2,2,0,1,,,,,,0,577,15,592,871
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1527,2,46,403,208,8,5,5,3,73,18,13,0,4,0,0,,,,,,0,786,14,800,1190
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1528,1,34,164,92,1,6,2,2,31,9,6,0,1,0,0,,,,,,0,348,6,354,636
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1529,1,19,147,45,0,7,3,1,35,1,7,0,1,0,0,,,,,,1,266,9,276,431
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1530,1,14,160,45,1,2,2,2,33,6,4,0,2,0,0,,,,,,0,271,2,273,438
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1531,2,33,328,151,2,17,3,4,71,13,5,1,5,0,0,,,,,,1,633,13,647,1007
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1532,1,19,192,75,3,5,0,4,62,12,4,0,1,1,0,,,,,,0,378,12,390,646
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1533,1,36,215,86,1,5,7,2,44,9,3,0,0,0,0,,,,,,0,408,10,418,686
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1534,2,38,252,130,4,15,5,7,45,32,5,2,1,0,0,,,,,,0,536,19,555,885
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1535,3,59,582,316,10,9,12,17,130,49,12,1,0,1,0,,,,,,1,1198,28,1227,2002
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1536,1,16,154,57,3,5,1,1,37,8,3,0,0,0,0,,,,,,0,285,9,294,500
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1537,1,5,79,23,0,2,0,1,18,9,3,0,1,1,0,,,,,,0,142,3,145,267
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1538,2,59,285,149,4,21,5,6,51,29,8,1,3,0,0,,,,,,0,621,26,647,1158
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1539,1,9,103,161,7,3,2,2,23,6,8,0,5,1,0,,,,,,0,330,16,346,522
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1540,1,4,79,88,2,3,1,0,7,2,2,0,0,0,0,,,,,,0,188,3,191,262
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1541,1,3,99,93,1,5,1,2,8,1,7,1,1,0,0,,,,,,0,222,10,232,347
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1542,1,5,29,42,0,1,1,0,1,2,1,0,5,0,0,,,,,,0,87,0,87,115
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1543,1,7,98,116,1,2,0,3,7,3,5,2,6,1,0,,,,,,0,251,5,256,370
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1544,1,8,41,73,2,0,1,0,4,4,6,0,1,0,0,,,,,,0,140,4,144,232
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1545,1,11,54,64,1,0,0,1,13,5,8,0,0,0,0,,,,,,0,157,9,166,273
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1546,1,6,29,109,1,0,3,0,16,0,8,0,0,0,0,,,,,,0,172,6,178,250
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1547,1,1,52,50,0,0,0,0,7,0,3,0,0,0,0,,,,,,0,113,7,120,189
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1549,1,3,114,84,2,3,0,0,2,0,2,0,0,1,0,,,,,,0,211,6,217,339
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1550,1,1,51,36,1,4,0,0,0,0,0,0,0,0,0,,,,,,0,93,0,93,172
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1551,1,16,136,103,3,1,0,3,5,5,12,0,0,0,0,,,,,,0,284,22,306,457
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1552,1,1,41,69,2,2,1,1,4,0,4,0,0,0,0,,,,,,0,125,13,138,216
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1553,1,7,95,13,0,2,1,2,9,1,0,0,1,0,0,,,,,,0,131,7,138,204
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1555,1,9,105,54,4,0,1,1,7,0,2,0,0,0,0,,,,,,0,183,3,186,316
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1557,1,3,86,99,2,2,0,1,13,1,7,0,0,0,0,,,,,,0,214,6,220,358
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1558,1,13,69,63,2,1,0,0,3,0,0,0,0,0,0,,,,,,0,151,3,154,257
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1559,1,11,254,167,6,11,3,0,23,10,1,0,1,0,0,,,,,,0,487,9,496,684
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1560,1,5,149,93,2,1,0,0,10,2,2,1,1,0,0,,,,,,0,266,5,271,410
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1561,1,16,96,199,2,4,0,1,21,5,6,0,0,0,1,,,,,,0,351,12,363,492
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1562,1,5,161,144,1,2,3,0,13,0,8,0,0,0,0,,,,,,0,337,6,343,474
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1563,1,40,188,141,4,3,1,0,21,0,7,0,1,0,0,,,,,,0,406,5,411,597
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1564,1,10,74,28,1,0,0,1,11,0,6,1,3,0,0,,,,,,0,135,9,144,321
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1566,1,7,41,36,0,0,0,1,7,3,2,0,0,0,0,,,,,,0,97,5,102,183
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1567,1,21,43,39,1,1,0,1,8,1,3,0,0,0,0,,,,,,0,118,3,121,167
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1568,1,2,33,32,0,1,0,0,4,0,0,0,0,0,0,,,,,,0,72,2,74,113
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1569,1,18,98,70,1,4,0,6,27,2,4,0,0,0,0,,,,,,0,230,7,237,399
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1570,1,20,71,24,3,3,2,1,7,2,3,1,2,0,0,,,,,,0,139,5,144,231
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1571,1,15,82,45,0,2,0,1,3,1,2,2,4,0,0,,,,,,0,157,6,163,223
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1573,1,12,79,81,0,3,0,2,9,2,4,1,3,0,0,,,,,,0,196,12,208,367
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1575,1,2,60,34,0,1,0,0,2,0,1,2,0,0,0,,,,,,0,102,6,108,214
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1576,1,16,66,57,1,3,0,0,3,0,4,0,1,1,0,,,,,,0,152,3,155,248
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1577,1,4,114,96,5,0,1,2,8,7,3,0,1,0,0,,,,,,0,241,11,252,402
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1578,1,17,121,157,2,3,4,1,6,2,8,2,2,2,0,,,,,,0,327,11,338,595
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1579,1,1,53,15,0,1,0,0,3,8,1,0,2,0,0,,,,,,0,84,2,86,149
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1580,1,15,104,75,8,2,1,1,11,1,5,0,1,0,0,,,,,,0,224,4,228,372
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1582,1,7,19,24,0,3,0,0,5,4,2,0,0,0,0,,,,,,0,64,4,68,112
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1584,1,39,150,51,0,0,0,1,10,3,1,0,0,0,0,,,,,,0,255,9,264,394
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1585,1,22,124,36,1,1,0,0,5,1,5,0,0,0,0,,,,,,0,195,5,200,304
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1586,1,17,186,118,7,4,0,3,46,4,13,1,1,0,0,,,,,,0,400,15,415,613
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1587,1,9,23,49,1,0,1,2,9,4,4,0,0,0,0,,,,,,0,102,3,105,151
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1588,2,11,71,79,4,2,1,1,3,4,8,0,0,0,0,,,,,,0,184,6,190,284
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1589,1,21,77,27,0,1,0,0,0,0,1,0,3,0,0,,,,,,0,130,8,138,206
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1590,1,3,117,33,1,0,1,2,3,4,2,0,0,0,0,,,,,,0,166,5,171,308
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1591,1,10,37,62,2,0,0,0,5,7,3,0,0,0,0,,,,,,0,126,6,132,232
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1592,1,0,30,19,3,2,1,0,2,1,1,0,0,0,0,,,,,,0,59,5,64,101
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1593,1,2,45,50,1,1,0,1,4,0,5,0,2,0,0,,,,,,0,111,1,112,156
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1594,1,1,35,24,0,2,0,1,5,4,3,0,0,0,0,,,,,,0,75,4,79,114
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1596,1,3,27,121,2,0,0,1,7,1,0,0,0,0,0,,,,,,0,162,6,168,221
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1597,1,2,23,21,1,1,0,0,13,6,0,0,1,0,0,,,,,,0,68,0,68,158
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1598,1,3,66,13,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,84,0,84,141
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1599,1,11,30,31,0,0,0,0,0,0,1,0,0,0,0,,,,,,0,73,4,77,110
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1600,1,17,48,99,2,3,3,0,5,3,7,1,1,0,0,,,,,,0,189,10,199,289
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1036,3,46,322,37,294,89,28,24,81,30,0,,,,,12,,,,,0,963,41,1004,1745
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1037,2,33,190,23,116,28,43,36,91,18,3,,,,,5,,,,,3,586,48,637,1074
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1038,2,39,222,19,91,30,59,26,89,16,1,,,,,2,,,,,1,594,37,632,1010
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1039,2,26,116,27,52,29,63,25,88,10,0,,,,,1,,,,,1,437,13,451,460
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1041,3,52,361,38,210,66,53,31,118,40,2,,,,,11,,,,,1,982,40,1023,1834
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1045,2,24,139,18,65,13,29,51,45,14,0,,,,,4,,,,,0,402,12,414,771
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1046,2,28,158,35,72,17,22,35,44,13,0,,,,,3,,,,,0,427,19,446,797
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1050,1,14,90,10,97,14,27,10,16,3,6,,,,,0,,,,,0,287,5,292,465
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1051,2,47,149,37,149,48,30,4,44,3,4,,,,,5,,,,,0,520,17,537,1064
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1052,1,14,95,36,63,22,3,2,22,2,2,,,,,5,,,,,0,266,9,275,453
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1053,1,4,67,15,43,20,4,3,22,1,0,,,,,6,,,,,0,185,8,193,311
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1054,1,18,161,23,102,68,15,2,10,6,1,,,,,3,,,,,0,409,11,420,665
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1055,1,17,100,6,39,16,6,3,4,5,0,,,,,10,,,,,0,206,19,225,383
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1056,2,65,208,24,90,46,18,3,16,4,27,,,,,13,,,,,0,514,23,537,944
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1057,2,22,228,63,103,34,43,20,42,23,6,,,,,9,,,,,0,593,36,629,1097
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1058,2,25,146,11,134,36,31,7,24,5,0,,,,,9,,,,,0,428,36,464,776
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1060,1,4,165,14,151,50,11,5,21,8,2,,,,,6,,,,,0,437,15,452,689
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1061,1,5,38,6,24,20,4,1,2,1,0,,,,,0,,,,,0,101,6,107,135
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1062,1,0,37,10,36,26,13,1,6,2,1,,,,,1,,,,,0,133,4,137,227
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1063,1,16,27,15,74,21,4,24,13,2,0,,,,,0,,,,,0,196,10,206,405
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1064,1,16,95,11,113,21,26,3,24,10,1,,,,,2,,,,,0,322,18,340,612
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1068,1,8,67,6,95,12,3,3,9,2,1,,,,,2,,,,,0,208,13,221,384
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1069,1,7,65,12,116,22,3,1,13,2,0,,,,,3,,,,,0,244,6,250,465
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1070,1,8,73,1,93,20,6,6,20,3,1,,,,,11,,,,,0,242,16,258,444
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1075,1,4,39,2,42,8,5,4,4,2,0,,,,,1,,,,,0,111,4,115,163
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1076,1,6,86,12,70,13,3,1,6,1,0,,,,,3,,,,,0,201,3,204,320
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1079,1,2,34,2,21,18,1,3,8,0,0,,,,,4,,,,,0,93,6,99,150
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,436,2,24,63,132,165,104,12,52,29,21,9,,,,,8,,,,,2,619,30,651,933
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,437,2,20,74,142,243,153,17,52,17,13,6,,,,,7,,,,,0,744,49,793,1160
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,438,2,5,81,100,142,79,8,56,19,6,6,,,,,15,,,,,0,517,18,535,771
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,439,2,15,77,113,167,69,5,31,16,11,3,,,,,0,,,,,0,507,19,526,795
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,440,1,1,27,9,57,40,3,32,6,3,3,,,,,2,,,,,0,183,25,208,426
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,441,3,19,90,94,290,182,11,247,42,32,1,,,,,9,,,,,0,1017,81,1098,1571
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,442,2,6,49,47,143,106,7,135,24,19,2,,,,,11,,,,,0,549,42,591,880
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,443,1,4,52,27,87,60,8,30,8,2,0,,,,,15,,,,,0,293,18,311,455
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,444,1,2,36,30,84,40,4,18,3,3,1,,,,,9,,,,,0,230,11,241,351
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,445,2,5,84,60,184,119,48,53,11,7,1,,,,,20,,,,,0,592,32,624,1040
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,446,1,24,54,39,87,60,11,32,20,12,2,,,,,7,,,,,0,348,18,366,615
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,447,2,27,53,75,132,76,15,30,27,16,0,,,,,0,,,,,0,451,20,471,764
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,448,3,33,59,84,211,87,12,56,31,18,7,,,,,9,,,,,0,607,27,634,1011
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,449,1,2,44,46,135,153,18,50,10,3,3,,,,,19,,,,,0,483,28,511,733
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,450,1,6,21,38,89,65,16,68,34,7,0,,,,,3,,,,,0,347,18,365,577
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,451,1,6,23,66,117,96,10,47,15,7,1,,,,,3,,,,,0,391,14,405,625
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,452,2,7,52,70,111,154,7,31,78,9,1,,,,,23,,,,,1,543,34,578,855
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,453,1,11,27,38,105,74,6,27,57,1,0,,,,,6,,,,,0,352,11,363,532
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,454,1,5,34,8,46,124,4,21,10,5,0,,,,,12,,,,,0,269,10,279,404
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,455,1,5,46,73,95,84,3,74,25,5,4,,,,,2,,,,,0,416,11,427,682
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,456,1,6,49,39,74,68,7,37,23,4,3,,,,,3,,,,,0,313,10,323,636
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,457,1,3,14,50,29,13,5,15,17,4,3,,,,,1,,,,,0,154,5,159,322
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,458,1,1,29,75,62,110,4,24,4,4,2,,,,,13,,,,,1,328,12,341,464
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,459,1,4,38,46,318,26,29,19,29,1,0,,,,,26,,,,,0,536,17,553,708
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,516,1,5,67,105,65,20,0,37,22,5,8,,,,,2,,,,,0,336,33,369,665
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,525,1,7,54,82,29,14,1,4,75,4,2,,,,,0,,,,,0,272,25,297,392
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,526,1,25,151,120,69,49,1,22,74,3,0,,,,,2,,,,,0,516,17,533,662
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,527,4,160,328,261,297,68,35,39,255,37,23,,,,,5,,,,,1,1508,64,1573,2366
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,528,2,16,188,230,168,53,12,40,121,23,6,,,,,2,,,,,0,859,37,896,1430
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,529,3,34,273,222,205,65,19,22,150,23,12,,,,,5,,,,,1,1030,36,1067,1577
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,530,3,33,232,299,175,52,23,21,114,33,12,,,,,6,,,,,1,1000,58,1059,1549
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,531,3,21,275,196,192,94,15,22,147,26,9,,,,,6,,,,,0,1003,50,1053,1539
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,532,2,21,140,192,193,44,6,26,86,22,7,,,,,4,,,,,1,741,31,773,1065
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,533,2,24,161,130,170,38,10,21,122,19,9,,,,,2,,,,,0,706,33,739,1116
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,548,1,1,19,20,13,8,0,0,8,0,1,,,,,2,,,,,0,72,9,81,105
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1675,2,21,97,196,93,92,5,69,138,7,5,,,,,4,,,,,0,727,27,754,1057
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1676,2,29,52,246,72,78,4,44,105,9,15,,,,,1,,,,,0,655,50,705,1035
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1677,2,13,52,153,111,112,5,74,102,8,12,,,,,1,,,,,1,643,44,688,1001
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1678,2,20,43,200,114,101,3,54,141,14,15,,,,,1,,,,,0,706,60,766,1076
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1679,2,18,51,163,85,73,0,40,119,8,6,,,,,2,,,,,0,565,28,593,837
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1680,2,1,61,111,94,173,9,153,76,8,5,,,,,4,,,,,0,695,50,745,1234
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1681,2,7,28,35,122,139,7,76,143,4,0,,,,,1,,,,,0,562,33,595,878
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1682,1,9,14,111,45,25,2,44,12,5,4,,,,,0,,,,,0,271,18,289,509
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1683,1,8,63,54,60,44,5,92,18,6,4,,,,,0,,,,,0,354,18,372,677
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1684,1,4,38,52,71,27,4,91,21,5,3,,,,,0,,,,,0,316,19,335,547
