CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAS,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,C_COMUN_ PRI_PVEM,C_COMUN_MC_PAS,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,100,1,67,55,3,8,13,4,18,41,29,10,,,,,,0,,,,,,,,,,,,,,,,,,,,1,248,8,257,523
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,101,2,224,153,17,24,14,7,62,111,60,35,,,,,,1,,,,,,,,,,,,,,,,,,,,2,708,25,735,1454
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,102,2,91,124,8,6,7,3,37,69,34,7,,,,,,0,,,,,,,,,,,,,,,,,,,,2,386,15,403,993
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,103,5,371,323,24,25,36,24,139,177,140,45,,,,,,0,,,,,,,,,,,,,,,,,,,,3,1304,37,1344,3321
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,104,1,10,29,2,1,5,0,3,116,4,1,,,,,,0,,,,,,,,,,,,,,,,,,,,1,171,6,178,152
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,105,1,25,38,7,0,2,4,11,32,12,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,132,9,141,263
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,106,1,34,45,3,3,2,1,13,15,9,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,126,11,137,267
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,107,1,19,46,3,1,5,0,9,19,7,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,111,11,122,279
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,108,1,25,41,7,0,7,0,12,12,6,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,113,5,118,256
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,109,1,21,43,1,2,0,2,9,13,7,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,99,1,100,201
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,110,1,42,71,3,4,5,3,27,36,26,10,,,,,,0,,,,,,,,,,,,,,,,,,,,0,227,7,234,529
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,154,1,172,95,19,2,9,2,21,12,19,12,,,,,,0,,,,,,,,,,,,,,,,,,,,0,363,18,381,629
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,155,1,93,59,8,10,1,1,6,10,10,7,,,,,,0,,,,,,,,,,,,,,,,,,,,0,205,9,214,333
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,156,1,89,52,14,0,3,3,10,9,5,7,,,,,,0,,,,,,,,,,,,,,,,,,,,0,192,8,200,318
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,167,1,43,33,3,2,2,1,13,15,16,8,,,,,,0,,,,,,,,,,,,,,,,,,,,0,136,9,145,269
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,168,1,47,22,2,1,1,1,0,11,8,3,,,,,,11,,,,,,,,,,,,,,,,,,,,35,107,10,152,289
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,169,1,54,67,1,1,2,2,35,23,21,7,,,,,,1,,,,,,,,,,,,,,,,,,,,0,214,9,223,427
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,170,1,69,79,15,4,9,3,61,33,37,16,,,,,,0,,,,,,,,,,,,,,,,,,,,2,326,8,336,641
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,171,1,60,73,10,5,3,5,41,43,23,14,,,,,,0,,,,,,,,,,,,,,,,,,,,0,277,9,286,572
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,172,1,32,32,0,2,4,5,22,20,14,6,,,,,,0,,,,,,,,,,,,,,,,,,,,0,137,7,144,292
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,173,1,88,64,8,1,1,2,26,21,24,6,,,,,,0,,,,,,,,,,,,,,,,,,,,0,241,8,249,398
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,174,1,95,60,13,4,2,2,25,19,20,12,,,,,,0,,,,,,,,,,,,,,,,,,,,1,252,10,263,469
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,175,1,54,59,2,3,2,2,18,16,9,4,,,,,,0,,,,,,,,,,,,,,,,,,,,2,169,5,176,287
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,176,1,84,61,10,1,2,2,13,10,7,7,,,,,,0,,,,,,,,,,,,,,,,,,,,1,197,4,202,372
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,177,1,63,25,3,2,3,3,5,18,3,7,,,,,,0,,,,,,,,,,,,,,,,,,,,0,132,2,134,233
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,178,1,63,37,6,1,4,2,7,7,2,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,131,3,134,216
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,179,1,106,48,15,6,6,2,19,17,12,23,,,,,,0,,,,,,,,,,,,,,,,,,,,0,254,12,266,445
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,180,1,144,51,5,2,5,1,8,15,10,16,,,,,,0,,,,,,,,,,,,,,,,,,,,0,257,4,261,450
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,181,1,87,46,5,0,3,2,16,7,9,6,,,,,,1,,,,,,,,,,,,,,,,,,,,0,182,14,196,322
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,182,1,39,51,2,6,8,1,11,27,17,7,,,,,,0,,,,,,,,,,,,,,,,,,,,1,169,5,175,372
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,183,1,47,30,4,1,4,0,11,31,5,2,,,,,,0,,,,,,,,,,,,,,,,,,,,1,135,6,142,275
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,184,1,28,62,9,1,6,1,16,13,14,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,153,7,160,290
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,185,1,77,90,9,5,5,2,29,54,14,21,,,,,,1,,,,,,,,,,,,,,,,,,,,2,307,8,317,615
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,186,1,38,41,5,1,4,5,7,10,19,7,,,,,,1,,,,,,,,,,,,,,,,,,,,0,138,0,138,304
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,187,1,44,30,2,2,2,3,19,17,8,4,,,,,,0,,,,,,,,,,,,,,,,,,,,1,131,10,142,286
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,188,1,42,29,6,2,2,3,10,22,11,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,128,2,130,253
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,189,1,121,63,5,1,2,3,18,17,6,12,,,,,,0,,,,,,,,,,,,,,,,,,,,0,248,16,264,465
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,190,1,40,29,2,6,2,0,7,13,11,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,114,0,114,203
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,191,1,69,47,5,8,3,1,17,17,15,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,186,3,189,382
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,192,1,70,36,1,4,3,1,9,16,15,4,,,,,,0,,,,,,,,,,,,,,,,,,,,1,159,7,167,306
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,193,1,61,43,2,2,3,5,26,17,11,3,,,,,,1,,,,,,,,,,,,,,,,,,,,0,174,7,181,326
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,194,1,66,35,0,1,1,2,22,13,4,5,,,,,,0,,,,,,,,,,,,,,,,,,,,0,149,8,157,269
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,195,1,53,52,1,2,2,1,7,33,15,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,169,8,177,298
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,196,1,144,128,11,3,3,7,23,23,28,4,,,,,,0,,,,,,,,,,,,,,,,,,,,3,374,16,393,657
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,197,2,159,132,20,4,8,6,24,37,19,19,,,,,,0,,,,,,,,,,,,,,,,,,,,1,428,15,444,797
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,203,1,43,40,1,1,0,0,15,21,18,5,,,,,,0,,,,,,,,,,,,,,,,,,,,0,144,9,153,332
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,204,1,37,80,5,1,7,3,31,34,17,8,,,,,,0,,,,,,,,,,,,,,,,,,,,0,223,12,235,663
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,205,1,33,57,1,5,3,2,19,17,7,3,,,,,,0,,,,,,,,,,,,,,,,,,,,1,147,10,158,452
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,206,3,34,34,4,1,3,2,13,17,17,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,127,14,141,381
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,207,2,156,109,3,5,5,6,29,63,28,11,,,,,,0,,,,,,,,,,,,,,,,,,,,2,415,4,421,906
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,208,1,55,42,5,3,8,7,13,45,22,9,,,,,,0,,,,,,,,,,,,,,,,,,,,0,209,5,214,365
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,209,1,112,81,8,3,7,8,26,45,32,15,,,,,,0,,,,,,,,,,,,,,,,,,,,1,337,21,359,735
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,210,1,55,54,3,1,3,4,7,18,12,10,,,,,,0,,,,,,,,,,,,,,,,,,,,1,167,3,171,332
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,211,1,68,40,2,6,2,1,3,21,27,4,,,,,,0,,,,,,,,,,,,,,,,,,,,1,174,7,182,299
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,212,1,45,52,5,5,5,3,13,27,18,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,177,2,179,382
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,213,1,112,64,11,5,5,2,28,31,37,13,,,,,,0,,,,,,,,,,,,,,,,,,,,1,308,10,319,556
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,214,1,68,78,3,2,2,3,14,29,18,5,,,,,,0,,,,,,,,,,,,,,,,,,,,0,222,13,235,397
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,215,1,67,52,5,5,4,2,27,23,17,7,,,,,,0,,,,,,,,,,,,,,,,,,,,1,209,18,228,385
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,216,1,57,80,9,8,6,2,16,14,13,11,,,,,,0,,,,,,,,,,,,,,,,,,,,0,216,2,218,396
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,217,1,45,53,1,4,1,1,7,16,18,8,,,,,,0,,,,,,,,,,,,,,,,,,,,2,154,12,168,392
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,218,1,53,67,8,6,3,2,17,22,24,6,,,,,,0,,,,,,,,,,,,,,,,,,,,1,208,4,213,451
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,219,1,122,75,6,5,7,1,19,28,20,14,,,,,,0,,,,,,,,,,,,,,,,,,,,3,297,16,316,614
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,220,1,104,66,6,8,1,1,10,45,32,19,,,,,,0,,,,,,,,,,,,,,,,,,,,1,292,15,308,572
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,221,1,63,84,4,4,1,3,11,14,19,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,207,3,210,371
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,222,1,42,69,4,3,0,3,16,30,11,4,,,,,,0,,,,,,,,,,,,,,,,,,,,1,182,7,190,418
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,223,1,37,42,2,1,7,0,31,22,14,2,,,,,,3,,,,,,,,,,,,,,,,,,,,0,161,0,161,430
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,224,1,58,79,3,6,11,0,12,20,15,4,,,,,,0,,,,,,,,,,,,,,,,,,,,1,208,7,216,479
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,225,1,26,16,1,2,7,0,5,12,4,4,,,,,,0,,,,,,,,,,,,,,,,,,,,1,77,3,81,174
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,226,3,195,208,21,17,13,13,104,144,100,26,,,,,,1,,,,,,,,,,,,,,,,,,,,1,842,36,879,1655
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,227,1,52,49,1,5,3,2,11,25,18,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,169,6,175,344
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,228,1,34,54,3,11,4,1,15,8,12,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,145,3,148,267
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,229,1,25,49,2,8,0,2,13,25,19,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,146,9,155,396
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,230,1,49,43,3,4,6,0,13,31,12,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,161,6,167,365
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,231,1,40,39,0,6,4,0,5,13,3,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,114,5,119,298
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,232,1,74,89,8,9,38,9,36,53,39,14,,,,,,1,,,,,,,,,,,,,,,,,,,,0,370,15,385,748
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,233,1,94,61,5,13,14,1,19,48,33,10,,,,,,0,,,,,,,,,,,,,,,,,,,,1,298,8,307,609
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,234,1,45,72,4,11,3,3,13,38,8,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,201,10,211,395
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,235,1,72,38,5,6,2,0,7,28,15,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,177,4,181,288
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,236,2,203,157,14,22,13,9,62,71,57,20,,,,,,0,,,,,,,,,,,,,,,,,,,,0,628,23,651,1333
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,237,1,76,58,1,2,7,2,12,25,22,1,,,,,,3,,,,,,,,,,,,,,,,,,,,0,209,5,214,479
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,238,1,28,29,1,8,2,0,2,10,5,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,85,8,93,216
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,239,1,41,44,4,13,0,3,12,19,6,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,145,7,152,324
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,240,4,332,367,24,40,29,21,123,167,124,30,,,,,,0,,,,,,,,,,,,,,,,,,,,0,1257,33,1290,2844
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,241,2,144,122,9,10,10,5,40,50,39,10,,,,,,0,,,,,,,,,,,,,,,,,,,,1,439,13,453,956
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,246,1,55,66,4,3,3,2,18,23,6,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,182,4,186,501
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,247,2,112,127,10,5,8,6,31,45,19,8,,,,,,0,,,,,,,,,,,,,,,,,,,,0,371,9,380,1015
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,248,2,125,147,4,3,2,2,14,120,16,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,433,17,450,996
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,249,1,44,123,10,4,3,1,5,68,8,5,,,,,,0,,,,,,,,,,,,,,,,,,,,0,271,6,277,563
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,250,1,34,110,9,0,0,3,22,69,9,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,259,4,263,516
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,251,1,24,105,6,1,1,0,14,63,8,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,225,9,234,450
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,252,2,100,155,9,2,11,3,46,121,13,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,462,16,478,986
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,253,1,40,80,2,4,9,1,75,33,3,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,248,12,260,599
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,254,1,41,75,2,3,7,0,62,33,11,3,,,,,,0,,,,,,,,,,,,,,,,,,,,1,237,4,242,656
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,256,2,38,185,5,9,2,4,23,121,10,5,,,,,,2,,,,,,,,,,,,,,,,,,,,0,404,9,413,816
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,283,2,223,200,7,5,5,4,55,107,27,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,634,21,655,1218
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,284,1,108,118,0,0,0,1,23,58,4,2,,,,,,0,,,,,,,,,,,,,,,,,,,,1,314,8,323,581
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,285,1,112,120,2,6,1,1,10,84,21,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,358,7,365,647
1,25,SINALOA,4,LOS MOCHIS,1,AHOME,286,1,78,93,0,0,0,1,7,37,7,3,,,,,,0,,,,,,,,,,,,,,,,,,,,1,226,1,228,417
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2187,1,24,93,0,0,1,0,2,3,3,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,126,3,129,214
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2188,1,8,174,2,0,0,1,0,4,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,190,1,191,297
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2189,1,24,221,7,0,0,0,4,11,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,268,3,271,428
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2190,1,39,97,9,1,1,3,10,42,8,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,211,9,220,471
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2191,1,44,95,8,2,2,1,8,47,5,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,212,0,212,442
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2192,1,34,108,5,3,6,5,11,42,15,3,,,,,,1,,,,,,,,,,,,,,,,,,,,3,233,5,241,398
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2193,1,45,96,2,0,3,2,8,47,16,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,219,9,228,409
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2194,1,29,69,6,0,2,1,4,51,10,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,172,4,176,326
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2195,1,27,91,1,2,0,0,8,58,7,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,194,5,199,340
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2196,2,79,203,16,5,7,3,15,115,12,8,,,,,,0,,,,,,,,,,,,,,,,,,,,0,463,6,469,935
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2197,1,26,118,3,1,1,1,2,52,7,0,,,,,,0,,,,,,,,,,,,,,,,,,,,1,211,9,221,380
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2198,1,22,88,4,0,0,0,3,49,7,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,176,6,182,364
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2199,1,21,65,2,1,2,2,2,52,9,3,,,,,,0,,,,,,,,,,,,,,,,,,,,1,159,6,166,277
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2200,1,49,123,4,1,0,1,9,39,9,5,,,,,,0,,,,,,,,,,,,,,,,,,,,0,240,4,244,411
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2201,1,64,94,2,1,3,0,3,71,16,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,256,3,259,484
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2202,1,35,83,3,2,0,2,2,48,8,5,,,,,,0,,,,,,,,,,,,,,,,,,,,0,188,0,188,304
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2203,1,48,105,7,0,5,3,5,51,16,5,,,,,,0,,,,,,,,,,,,,,,,,,,,0,245,6,251,407
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2204,1,49,112,7,0,1,4,2,76,12,6,,,,,,0,,,,,,,,,,,,,,,,,,,,0,269,11,280,507
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2205,1,31,109,4,0,1,0,7,47,8,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,210,8,218,385
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2206,1,27,83,5,1,2,0,2,49,5,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,175,10,185,399
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2207,1,24,119,16,3,1,5,3,59,11,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,245,9,254,504
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2208,1,57,87,3,0,0,2,6,49,13,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,219,4,223,505
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2209,1,38,96,29,4,3,2,9,57,15,6,,,,,,1,,,,,,,,,,,,,,,,,,,,0,260,2,262,480
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2210,1,36,103,5,1,3,2,6,76,12,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,246,4,250,537
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2211,1,75,118,7,5,4,3,3,81,11,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,311,5,316,608
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2212,1,54,74,4,0,3,2,5,72,11,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,227,11,238,484
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2213,1,24,64,4,2,1,1,9,39,3,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,147,3,150,254
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2214,2,86,157,10,3,5,5,4,110,15,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,399,15,414,895
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2215,1,26,93,12,4,6,0,10,59,5,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,216,6,222,448
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2216,1,40,107,15,1,1,0,11,62,14,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,251,4,255,563
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2217,2,71,121,29,3,3,4,5,86,8,6,,,,,,0,,,,,,,,,,,,,,,,,,,,0,336,5,341,753
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2218,1,55,130,26,3,4,3,6,39,10,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,277,7,284,597
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2219,1,36,63,18,4,3,3,5,93,11,2,,,,,,0,,,,,,,,,,,,,,,,,,,,1,238,6,245,505
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2220,2,75,155,8,3,6,5,5,84,7,7,,,,,,0,,,,,,,,,,,,,,,,,,,,0,355,8,363,795
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2221,2,80,171,20,3,2,0,7,90,7,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,384,5,389,985
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2222,1,19,118,5,1,2,2,2,26,5,1,,,,,,2,,,,,,,,,,,,,,,,,,,,0,183,5,188,351
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2223,1,19,63,3,2,1,2,3,37,1,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,134,3,137,232
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2266,1,21,109,3,1,1,0,1,41,5,4,,,,,,0,,,,,,,,,,,,,,,,,,,,0,186,6,192,421
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2267,1,22,167,3,2,1,0,2,43,5,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,247,8,255,624
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2268,1,29,145,4,1,1,2,4,60,11,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,258,3,261,549
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2269,1,29,129,4,4,1,5,6,73,7,6,,,,,,0,,,,,,,,,,,,,,,,,,,,0,264,8,272,718
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2270,1,39,167,13,10,4,1,8,77,6,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,325,7,332,742
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2271,1,20,160,4,8,1,1,7,54,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,257,12,269,544
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2280,1,22,37,8,1,0,1,0,16,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,0,87,6,93,189
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2281,3,121,313,45,6,12,7,24,173,37,10,,,,,,0,,,,,,,,,,,,,,,,,,,,0,748,49,797,1855
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2283,1,26,111,15,0,2,0,2,70,11,3,,,,,,0,,,,,,,,,,,,,,,,,,,,0,240,5,245,410
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2284,1,25,113,17,0,1,0,7,48,6,1,,,,,,1,,,,,,,,,,,,,,,,,,,,0,219,1,220,362
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2285,1,34,129,9,1,0,2,2,48,6,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,231,5,236,351
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2286,1,41,97,20,4,3,0,3,66,22,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,258,8,266,441
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2287,1,60,98,10,5,1,1,5,63,10,0,,,,,,1,,,,,,,,,,,,,,,,,,,,0,254,5,259,431
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2288,1,36,143,11,0,2,0,3,74,5,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,274,0,274,495
1,25,SINALOA,4,LOS MOCHIS,11,GUASAVE,2387,1,9,97,4,0,2,0,2,25,3,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,142,0,142,165
